Google地点ID,业务类别,地点名称,泰文名称,Google主要类型,主要类别,评分,评价数量,完整地址,纬度,经度,县区中文名,乡分区中文名,每周营业时间,电话,官方网站,设施与服务标签,编辑简介,Google地图链接
ChIJFaDi12WZ4jARPkbyBQZUHGs,景点,Golden Teak Museum,พิพิธภัณฑ์ไม้สักทอง,,博物馆,4.5,99,"วัดเทวราชกุญชรวรวิหาร เลขที่ 90 Thanon Si Ayutthaya, Wachira Phayaban, Dusit District, Bangkok 10300泰国",13.772516,100.501556,都实县,Wachira Phayaban,星期一 09:00-17:00 | 星期二 09:00-17:00 | 星期三 09:00-17:00 | 星期四 09:00-17:00 | 星期五 09:00-17:00 | 星期六 09:00-17:00 | 星期日 09:00-17:00,+66 2 282 5793,https://facebook.com,,,https://www.google.com/maps/place/Golden+Teak+Museum/data=!4m7!3m6!1s0x30e29965d7e2a015:0x6b1c540605f2463e!8m2!3d13.7725161!4d100.5015564!16s%2Fg%2F1ptzlqhjj!19sChIJFaDi12WZ4jARPkbyBQZUHGs?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJzbmcz7GZ4jARpMQfnRNXBa0,景点,Pagodas of Wat Pho,เจดีย์วัดโพธิ์,buddhist_temple,佛教寺庙,4.7,98,"PFWV+G24, Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200",13.746268,100.492565,拍那空县,大皇宫区,,,,有洗手间,,https://maps.google.com/?cid=12467466885197186212&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJMx1MyW6Z4jARXBiTn1GAT5g,景点,วัดเอี่ยมวรนุช,วัดเอี่ยมวรนุช,buddhist_temple,佛教寺庙,4.8,97,"178 Thanon Samsen, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.766231,100.501036,拍那空县,班潘通,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,+66 2 628 7906,https://www.facebook.com/WatIamWoranutch?,有洗手间,,https://maps.google.com/?cid=10975131904983111772&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJbc0cWQKZ4jARgUvi4O1GgU4,景点,Luenrit Yaowarat,เลื่อนฤทธิ์ เยาวราช,tourist_attraction,旅游胜地,4.6,93,"196, 198 Yaowarat Rd, Khwaeng Chakkrawat, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.743421,100.505184,三攀他旺县,差甲瓦區,星期一: 09:00–17:00 | 星期二: 09:00–17:00 | 星期三: 09:00–17:00 | 星期四: 09:00–17:00 | 星期五: 09:00–17:00 | 星期六: 休息 | 星期日: 休息,+66 95 101 9860,https://www.facebook.com/Luenrit/?locale=th_TH,适合儿童|有洗手间,,https://maps.google.com/?cid=5656880594448173953&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJwdXyXmuZ4jARDeVE4xm24ps,景点,Ancient City Wall,กำแพงเมืองโบราณ,historical_landmark,历史地标,4.0,91,"365 10 Thanon Phra Sumen, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759968,100.501753,拍那空县,波稳尼威区,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,,,适合儿童,,https://maps.google.com/?cid=11232740642918819085&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJL2ZRF2iZ4jARu81YlQbhvoE,景点,Elephants by ROA in bangkok,ช้างโดย ROA ในกรุงเทพฯ,,旅游胜地,4.4,91,"1067 Song Wat Rd, Samphanthawong, Bangkok 10100泰国",13.737105,100.508962,三攀他旺县,Samphanthawong,星期一 05:00-20:00 | 星期二 05:00-20:00 | 星期三 05:00-20:00 | 星期四 05:00-20:00 | 星期五 05:00-20:00 | 星期六 05:00-20:00 | 星期日 05:00-20:00,,,,,https://www.google.com/maps/place/Elephants+by+ROA+in+bangkok/data=!4m7!3m6!1s0x30e299681751662f:0x81bee1069558cdbb!8m2!3d13.737105!4d100.5089621!16s%2Fg%2F11fr110g30!19sChIJL2ZRF2iZ4jARu81YlQbhvoE?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJc_YtfxKZ4jARQfrsWTP-MBI,景点,Wat Buranasiri Mattayaram,วัดบุรณศิริมาตยาราม,buddhist_temple,佛教寺庙,4.3,88,"ศาล เจ้าพ่อ เสือ, 5 Thanon Atsadang, Khwaeng San Chao Pho Sua, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.755342,100.495982,拍那空县,虎神庙区,,+66 2 225 8482,https://www.facebook.com/WatBuranasiriMattayaram/?ref=page_internal,有洗手间|无障碍入口|无障碍停车|无障碍洗手间,,https://maps.google.com/?cid=1310826988070304321&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJsd5AnUSY4jARmL0oDwnbEew,景点,坤禅寺,วัดคุนเซ็น,,佛教寺庙,4.5,86,"วัดขุนจันทร์ 1144 Soi Thoet Thai 28, Talat Phlu, Thon Buri, Bangkok 10600泰国",13.720269,100.471564,吞武里县,Talat Phlu,星期一 06:30-21:00 | 星期二 06:30-21:00 | 星期三 06:30-21:00 | 星期四 06:30-21:00 | 星期五 06:30-21:00 | 星期六 06:30-21:00 | 星期日 06:30-21:00,+66 89 033 1059,https://facebook.com,,,https://www.google.com/maps/place/%E5%9D%A4%E7%A6%85%E5%AF%BA/data=!4m7!3m6!1s0x30e298449d40deb1:0xec11db090f28bd98!8m2!3d13.7202693!4d100.4715645!16s%2Fg%2F1tgft1n9!19sChIJsd5AnUSY4jARmL0oDwnbEew?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJ5y4FH9qZ4jAR6_WNc3nAcew,景点,Wat Sitaram,วัดสิตาราม (วัดคอกหมู),buddhist_temple,佛教寺庙,4.3,85,"21 Thanon Damrong Rak, Khwaeng Khlong Maha Nak, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.755486,100.510547,邦巴沙都拍县,Khlong Maha Nak,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,,https://www.facebook.com/naza.naza.52831,有洗手间|无障碍入口|无障碍停车|无障碍洗手间,,https://maps.google.com/?cid=17037610493181556203&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJc7lxERef4jAR-Fcvy-LoL-w,景点,Hope of Bangkok Church,คริสตจักรความหวังกรุงเทพ,,教堂,4.7,82,"1200 Rama IV Rd, Khlong Toei, Bangkok 10110泰国",13.720457,100.556228,孔提县,Khlong Toei,星期一 08:30-16:30 | 星期二 08:30-16:30 | 星期三 08:30-16:30 | 星期四 08:30-16:30 | 星期五 08:30-16:30 | 星期六 休息 | 星期日 09:30-14:00,+66 2 240 2865,,,,https://www.google.com/maps/place/Hope+of+Bangkok+Church/data=!4m7!3m6!1s0x30e29f171171b973:0xec2fe8e2cb2f57f8!8m2!3d13.7204572!4d100.5562279!16s%2Fg%2F119vycs_4!19sChIJc7lxERef4jAR-Fcvy-LoL-w?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJVVUFixSZ4jARDOa_GlXDB_o,景点,"ASEAN Cultural Center, Ministry of Culture",ศูนย์วัฒนธรรมอาเซียน กระทรวงวัฒนธรรม,museum,博物馆,4.4,79,"ชั้น 3 หอศิลป์ 84 Thanon Ratchadamnoen Klang, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.756061,100.50278,拍那空县,波稳尼威区,星期一: 休息 | 星期二: 09:00–17:00 | 星期三: 09:00–17:00 | 星期四: 10:00–17:00 | 星期五: 10:00–17:00 | 星期六: 10:00–17:00 | 星期日: 10:00–17:00,+66 2 224 4279,,适合儿童|有洗手间|无障碍入口|无障碍停车|无障碍洗手间,,https://maps.google.com/?cid=18016583604607378956&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJB0SIECKZ4jARDEVRe_OeV2s,景点,敕賜永福寺,วัดบำเพ็ญจีนพรต (วัดย่งฮกยี่),buddhist_temple,佛教寺庙,4.7,78,"324 ซอย Yaowarat 8, Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.742011,100.507644,三攀他旺县,Samphanthawong,星期一: 07:00–17:00 | 星期二: 07:00–17:00 | 星期三: 07:00–17:00 | 星期四: 07:00–17:00 | 星期五: 07:00–17:00 | 星期六: 07:00–17:00 | 星期日: 07:00–17:00,+66 2 222 4789,https://www.facebook.com/WatBampenchinprot/,有洗手间|无障碍洗手间,,https://maps.google.com/?cid=7734825653615281420&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJyRIIMnOZ4jARvTenBpOAZbc,景点,Office of National Museums,สำนักงานพิพิธภัณฑสถานแห่งชาติ,museum,博物馆,4.5,77,"81 1 Thanon Si Ayutthaya, Khwaeng Wachira Phayaban, Khet Dusit, Krung Thep Maha Nakhon 10300",13.771827,100.504123,都实县,Wachira Phayaban,星期一: 08:30–16:30 | 星期二: 08:30–16:30 | 星期三: 08:30–16:30 | 星期四: 08:30–16:30 | 星期五: 08:30–16:30 | 星期六: 休息 | 星期日: 休息,+66 2 628 5028,http://www.finearts.go.th/thailandmuseum/,有洗手间|无障碍入口|无障碍停车|无障碍洗手间,,https://maps.google.com/?cid=13215110050548758461&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJDas4ca5jHTER2obqOfiJCPA,景点,Siangpure Park เซียงเพียว พาร์ค,Siangpure Park เซียงเพียว พาร์ค,,公园,4.5,77,"127 Soi Yothin Phattana 3, Khlong Chan, Bang Kapi, Bangkok 10240泰国",13.81633,100.62917,汶昆县,Khlong Chan,星期一 06:00-20:00 | 星期二 休息 | 星期三 06:00-20:00 | 星期四 06:00-20:00 | 星期五 06:00-20:00 | 星期六 06:00-20:00 | 星期日 06:00-20:00,+66 90 980 1368,https://bertram1958.com,,,https://www.google.com/maps/place/Siangpure+Park+%E0%B9%80%E0%B8%8B%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B9%80%E0%B8%9E%E0%B8%B5%E0%B8%A2%E0%B8%A7+%E0%B8%9E%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%84/data=!4m7!3m6!1s0x311d63ae7138ab0d:0xf00889f839ea86da!8m2!3d13.8163305!4d100.6291703!16s%2Fg%2F11sgdyl68c!19sChIJDas4ca5jHTER2obqOfiJCPA?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJ9QNnDCKZ4jARx-iEGcZqsR0,景点,敕賜普福寺,วัดกุศลสมาคร,buddhist_temple,佛教寺庙,4.5,77,"PGV5+22W, Trok Wat Kuson Samakhon, Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.742606,100.507571,三攀他旺县,Samphanthawong,星期一: 06:00–21:00 | 星期二: 06:00–21:00 | 星期三: 06:00–21:00 | 星期四: 06:00–21:00 | 星期五: 06:00–21:00 | 星期六: 06:00–21:00 | 星期日: 06:00–21:00,+66 2 623 3124,https://www.facebook.com/watkusolsamakorn?mibextid=ZbWKwL,有洗手间|无障碍洗手间,,https://maps.google.com/?cid=2139608697041905863&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ1Vk4Wdee4jARti6xbr7k2no,景点,Nova Contemporary,โนวา คอนเทมโพรารี,art_gallery,画廊,4.5,76,"86 Si Phraya Rd, Khwaeng Maha Phruttharam, Khet Bang Rak, Krung Thep Maha Nakhon 10500",13.73214,100.526183,挽叻县,玛哈拍他喃区,星期一: 休息 | 星期二: 11:00–19:00 | 星期三: 11:00–19:00 | 星期四: 11:00–19:00 | 星期五: 11:00–19:00 | 星期六: 11:00–19:00 | 星期日: 休息,+66 90 910 6863,http://www.novacontemporary.com/,有洗手间,,https://maps.google.com/?cid=8852639524102155958&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJtwjWdNue4jARvwyk6IAzoFc,景点,100 Ton Son Foundation,มูลนิธิ 100 ต้นสน,art_gallery,画廊,4.4,75,"100 Soi Ton Son, Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10330",13.739023,100.54453,巴吞旺县,Lumphini,星期一: 休息 | 星期二: 休息 | 星期三: 休息 | 星期四: 10:00–18:00 | 星期五: 10:00–18:00 | 星期六: 11:00–19:00 | 星期日: 11:00–19:00,+66 98 789 6100,http://www.100tonsonfoundation.org/,有洗手间,,https://maps.google.com/?cid=6314103306325331135&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJMXBg8w6Z4jARdcIae9ZHqBQ,景点,Phra Wiharn Yod Chapel,พระเศวตกุฏาคารวิหารยอด,buddhist_temple,佛教寺庙,4.6,75,"QF2V+Q2J, Na Phra Lan Rd, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.751968,100.492512,拍那空县,大皇宫区,星期一: 08:30–15:30 | 星期二: 08:30–15:30 | 星期三: 08:30–15:30 | 星期四: 08:30–15:30 | 星期五: 08:30–15:30 | 星期六: 08:30–15:30 | 星期日: 08:30–15:30,+66 2 623 5500,https://www.royalgrandpalace.th/,有洗手间,,https://maps.google.com/?cid=1488518663359873653&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJX7Ql7tSe4jARdl1Wz-WSqIg,景点,双皇纪念雕像,อนุสาวรีย์สองจักรพรรดิ์,monument,纪念碑,4.7,75,"254 Phaya Thai Rd, Khwaeng Pathum Wan, Pathum Wan, Krung Thep Maha Nakhon 10330",13.738402,100.531698,巴吞旺县,Pathum Wan,星期一: 06:00–20:00 | 星期二: 06:00–20:00 | 星期三: 06:00–20:00 | 星期四: 06:00–20:00 | 星期五: 06:00–20:00 | 星期六: 06:00–20:00 | 星期日: 06:00–20:00,,http://www.chula.ac.th/,适合儿童|无障碍入口|无障碍停车,,https://maps.google.com/?cid=9847282100969299318&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJswohro2Z4jARNt6_zExkf5s,景点,Old Town Gallery,หอศิลป์เมืองเก่า,art_gallery,画廊,4.6,74,"405 407, 409 Thanon Chakkraphatdi Phong, Khwaeng Ban Bat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.752021,100.508398,邦巴沙都拍县,班巴区,星期一: 休息 | 星期二: 10:00–18:00 | 星期三: 10:00–18:00 | 星期四: 10:00–18:00 | 星期五: 10:00–18:00 | 星期六: 10:00–18:00 | 星期日: 11:00–18:00,+66 89 118 5072,http://www.oldtowngallerybangkok.com/,适合儿童|有洗手间,,https://maps.google.com/?cid=11204784678936501814&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJz7qUkHKY4jARQu_p9G8xoCo,景点,王子寺,วัดปรินซ์,,佛教寺庙,4.8,74,"258 Ekkachai 4 Alley, Bang Khun Thian, Chom Thong, Bangkok 10150泰国",13.702818,100.464596,宗通县,Bang Khun Thian,星期一 06:00-18:00 | 星期二 06:00-18:00 | 星期三 06:00-18:00 | 星期四 06:00-18:00 | 星期五 06:00-18:00 | 星期六 06:00-18:00 | 星期日 06:00-18:00,,https://facebook.com,,,https://www.google.com/maps/place/%E7%8E%8B%E5%AD%90%E5%AF%BA/data=!4m7!3m6!1s0x30e298729094bacf:0x2aa0316ff4e9ef42!8m2!3d13.7028179!4d100.4645957!16zL20vMDhteDVn!19sChIJz7qUkHKY4jARQu_p9G8xoCo?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJsQW2s6CZ4jARKCwV_40G50c,景点,"Art Centre, Silpakorn University",ศูนย์ศิลปะมหาวิทยาลัยศิลปากร,art_gallery,画廊,4.7,73,"31 Na Phra Lan Rd, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.752794,100.489975,拍那空县,大皇宫区,星期一: 09:00–18:00 | 星期二: 09:00–18:00 | 星期三: 09:00–18:00 | 星期四: 09:00–18:00 | 星期五: 09:00–18:00 | 星期六: 09:00–18:00 | 星期日: 休息,+66 2 221 3841,http://www.art-centre.su.ac.th/,适合儿童|有洗手间,,https://maps.google.com/?cid=5181117103252778024&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJQxif_1Kb4jARl0BtmS_mTnE,景点,Kinjai contemporary,กินใจร่วมสมัย,art_gallery,画廊,4.6,73,"44 Thanon Ratchawithi, Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.784152,100.495077,挽拍县,Bang Yi Khan,星期一: 休息 | 星期二: 11:00–18:30 | 星期三: 11:00–18:30 | 星期四: 11:00–18:30 | 星期五: 11:00–18:30 | 星期六: 11:00–18:30 | 星期日: 11:00–18:30,+66 89 815 3082,https://www.facebook.com/Kinjaicontemporary/,有洗手间,,https://maps.google.com/?cid=8164716266581213335&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJEfFbJYmZ4jARvd8Z0zwb-dw,景点,ASVIN,อัสวิน,art_gallery,画廊,4.7,72,"เลขที่ 9 Thanon Nakkharat, Khwaeng Khlong Maha Nak, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.751311,100.514133,邦巴沙都拍县,Khlong Maha Nak,星期一: 11:00–18:00 | 星期二: 11:00–18:00 | 星期三: 11:00–18:00 | 星期四: 11:00–18:00 | 星期五: 11:00–18:00 | 星期六: 11:00–18:00 | 星期日: 11:00–18:00,+66 81 929 5844,http://asvinbangkok.com/,适合儿童|有洗手间,,https://maps.google.com/?cid=15922787905598775229&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJBVRv0wqZ4jARFmpjWvbKKy8,景点,72nd Anniversary Park,อุทยานเฉลิมพระเกียรติ 72 พรรษา,state_park,州立公园,4.5,69,"QF5P+QRG, Soi Wang Lang Pier - The Rot Fai Pier, Khwaeng Siriraj, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.759443,100.487063,曼谷蓮縣,Sirirat,,+66 95 209 6105,,,,https://maps.google.com/?cid=3399033503208401430&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ44vx_w6Z4jARq0ertA38M0k,景点,曼谷武隆碧曼宫,พระที่นั่งบรมพิมาน,tourist_attraction,旅游胜地,4.6,68,"QF2V+667, 170/14 Thanon Maha Rat, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.75045,100.493054,拍那空县,大皇宫区,,,http://www.thaiheritage.net/king/grdpalace/index10.htm,适合儿童|有洗手间,,https://maps.google.com/?cid=5274836724376881067&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJs5NDdwCZ4jAR8VA3m3a9j8A,景点,Golden Mount,ภูเขาทอง,buddhist_temple,佛教寺庙,4.8,66,"QG34+GMF, Ban Bat, Pom Prap Sattru Phai, Bangkok 10100",13.753817,100.50667,邦巴沙都拍县,班巴区,星期一: 08:00–19:00 | 星期二: 08:00–19:00 | 星期三: 08:00–19:00 | 星期四: 08:00–19:00 | 星期五: 08:00–19:00 | 星期六: 08:00–19:00 | 星期日: 08:00–19:00,,,有洗手间,,https://maps.google.com/?cid=13875517294059671793&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJZexvv1Wf4jAR7Mv4SGRxJxI,景点,SKY SCAPE,สกายสเคป,garden,花园,4.7,65,"สยามสแควร์, ซอย 1, Khwaeng Pathum Wan, Pathum Wan, Krung Thep Maha Nakhon 10330",13.744578,100.53079,巴吞旺县,Pathum Wan,星期一: 08:00–20:00 | 星期二: 08:00–20:00 | 星期三: 08:00–20:00 | 星期四: 08:00–20:00 | 星期五: 08:00–20:00 | 星期六: 08:00–20:00 | 星期日: 08:00–20:00,+66 91 545 3803,http://www.pmcu.co.th/,,,https://maps.google.com/?cid=1308138892309351404&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ3xvgaQWZ4jARDayBV82R8ow,景点,Royal Clock Tower,หอนาฬิกาหลวง,historical_landmark,古迹地标,4.5,62,"น.1 Thanon Sanam Chai, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.746626,100.494452,拍那空县,大皇宫区,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,,,,,https://maps.google.com/?cid=10156340420796328973&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJKe5mSjCZ4jARnpP6cyjL1pM,景点,พระวิหาร พระอัฏฐารส ศรีสุคตทศพลญาณบพิตร วัดสระเกศ ราชวรมหาวิหาร,พระวิหาร พระอัฏฐารส ศรีสุคตทศพลญาณบพิตร วัดสระเกศ ราชวรมหาวิหาร,buddhist_temple,佛教寺庙,4.5,62,"QG35+G4H, Ban Bat, Pom Prap Sattru Phai, Bangkok 10100",13.753835,100.507785,邦巴沙都拍县,班巴区,星期一: 07:00–19:00 | 星期二: 07:00–19:00 | 星期三: 07:00–19:00 | 星期四: 07:00–19:00 | 星期五: 07:00–19:00 | 星期六: 07:00–19:00 | 星期日: 07:00–19:00,,https://www.facebook.com/watsraket,有洗手间,,https://maps.google.com/?cid=10652925343196418974&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJQ7veH86e4jARQ4ENIGGlL0Y,景点,Wat Pathum Wanaram Rachaworawihan,วัดปทุมวนารามราชวรวิหาร,,佛教寺庙,4.7,61,"969 Rama I Rd, Khwaeng Pathum Wan, Pathum Wan, Bangkok 10330泰国",13.746002,100.537007,巴吞旺县,Pathum Wan,星期一 08:00-17:00 | 星期二 08:00-17:00 | 星期三 08:00-17:00 | 星期四 08:00-17:00 | 星期五 08:00-17:00 | 星期六 08:00-17:00 | 星期日 08:00-17:00,+66 2 251 6478,https://facebook.com,,,https://www.google.com/maps/place/Wat+Pathum+Wanaram+Rachaworawihan/data=!4m7!3m6!1s0x30e29ece1fdebb43:0x462fa561200d8143!8m2!3d13.7460018!4d100.5370069!16s%2Fm%2F0272p5h!19sChIJQ7veH86e4jARQ4ENIGGlL0Y?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJo2HuqhiZ4jAR3KbV067Og6w,景点,Wat Lokanukroh,วัดโลกานุเคราะห์,buddhist_temple,佛教寺庙,4.4,60,"วัดโลกานุเคราะห์ Khwaeng Chakkrawat, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.741477,100.506807,三攀他旺县,差甲瓦區,,,https://www.facebook.com/profile.php?id=100064459009366&mibextid=ZbWKwL,有洗手间|无障碍入口|无障碍停车|无障碍洗手间,,https://maps.google.com/?cid=12431006646746326748&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJcxZyIACZ4jAR7ee0JncP_aA,景点,왓아룬 조망 골목(골목뷰) Night view point watarun,ซอยวิววตารุณ (วิวซอย) จุดชมวิวกลางคืนวตารุณ,tourist_attraction,旅游胜地,4.7,58,"85 Soi Tha Suphan, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.74523,100.491545,拍那空县,大皇宫区,,,,,,https://maps.google.com/?cid=11600445219601180653&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
