审核行ID,证据序号,问题ID,图谱实体ID,目标实体类型,POI名称,行政区,小红书帖子ID,标题,作者,发布日期,URL,机器分流状态,分店或位置上下文命中,游客语境线索,攻略清单风险,商家营销风险,经营状态风险,疑似协同营销,近重复组ID,可用字段范围,待审核原文上下文,直接指向实体,分店确认,游客亲历,独立用户,可用体验断言,风险复核结论,目标字段,断言值,连续引文,审核决定,审核说明,审核人,审核时间
xhs-review-56463b89cd7a5ff5325c51d2,1,GYTRAVEL-HV-20260916-0048,food_4b81d0b1-5d56-44ee-a11b-1dfd1196177c,FoodAndBeverage,去茶山(贵阳万象城店),南明区,6aaa11e10000000011030436,贵阳美食结算 个人感受版,cococococo,2026-09-16,https://www.xiaohongshu.com/explore/6aaa11e10000000011030436?xsec_token_redacted=1&xsec_source=pc_dots,待审核_跨区行程上下文,否,是,否,是,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,",第二天酒店点的外卖就一般般,还是这家堂食真的很好吃!
生根抹茶店
大概人均30元
本次旅行饮品最佳! 小熊芭乐+抹茶 非常出片 !朋友点的水獭特别好喝! 第一次喝到这么好喝的抹茶!ps 店在街边,桌子椅子很小,小心没位置
whisper
人均70元
点了经典山竹酒,非常新鲜的山竹味道,酒精度数不高,适合饭后小酌一杯
去茶山
人均20元
可喝可不喝吧 并没有和平时喝的连锁品牌有啥太大区别
对的咖啡
人均55元
点了橘光反转爱尔兰! 第一口就是大橘子味道,拯救不爱喝咖啡的我! 拍照也好拍,咖啡三巨头!买单关注淘宝店优惠5块!",,,,,,,,,,,,,
xhs-review-b213f5a635e5f3bfab8a1c84,1,GYTRAVEL-HV-20260916-0049,food_e73e12a0-7c7c-4794-a69a-5c35fa3f2fbc,FoodAndBeverage,他先生豆米豆豉酸辣烫(恒丰步行街店),云岩区,67adac6a00000000180103aa,遇到豆米火锅我直接折耳根加加加到厌倦!,小陈来吃,2025-02-13,https://www.xiaohongshu.com/explore/67adac6a00000000180103aa?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,是,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"遇到豆米火锅我直接折耳根加加加到厌倦!
贵阳的豆米火锅是众所周知的浓郁又好吃,今天我去这个店在贵阳有很多家分店,不过网上对他们这些店的评价褒贬不一,看看我今天去的这家店味道怎么样吧![赞R]
他先生豆米豆豉酸辣烫(恒丰步行街店)
贵州省贵阳市云岩区恒丰步行街1层D-24号(停车场入口前行30米=距地铁站中山西路A出口100米)
营业时间:10:30~23:30
价格:人均才二十多性价比超高哦[哇R]
环境
敲多复古元素看起来风格很统一,还有几个角落看起来就是很出片的样子,上天桥就是贵阳网红猴子哦,可以顺路康康。
菜品(我们吃的",,,,,,,,,,,,,
xhs-review-ba109ccca668ddfa28b19a96,1,GYTRAVEL-HV-20260916-0049,food_e73e12a0-7c7c-4794-a69a-5c35fa3f2fbc,FoodAndBeverage,他先生豆米豆豉酸辣烫(恒丰步行街店),云岩区,68296021000000002202e939,#他先生豆米豆豉酸辣烫[话题]# #豆米火锅 #他先生豆米豆豉酸辣烫[话题]#,西红柿炒洋海椒,2025-05-18,https://www.xiaohongshu.com/explore/68296021000000002202e939?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"#他先生豆米豆豉酸辣烫[话题]# #豆米火锅 #他先生豆米豆豉酸辣烫[话题]#
#他先生豆米豆豉酸辣烫[话题]# #豆米火锅 #他先生豆米豆豉酸辣烫[话题]# #贵阳美食推荐[话题]# #贵阳旅游攻略[话题]#",,,,,,,,,,,,,
xhs-review-c93fdba3318caa899ff9a662,1,GYTRAVEL-HV-20260916-0049,food_e73e12a0-7c7c-4794-a69a-5c35fa3f2fbc,FoodAndBeverage,他先生豆米豆豉酸辣烫(恒丰步行街店),云岩区,683edf37000000000f03a191,"贵阳美食,本地人推荐",乐油刘。,2025-06-03,https://www.xiaohongshu.com/explore/683edf37000000000f03a191?xsec_token_redacted=1&xsec_source=pc_dots,待审核_别名或改名,是,否,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"贵阳美食,本地人推荐
他先生豆米火锅在恒丰步行街后面这条街上,他们家有清汤豆米和糟辣豆米两种锅底可以选。18种蔬菜免费自助,有冰粉,饮料,蘸水,米饭都是免费自助的,性价比超高,环境也挺好的,强烈推荐#只有本地人才知道的店[话题]# #他先生豆米豆豉火锅[话题]#",,,,,,,,,,,,,
xhs-review-c18b2874b46bf32b0cf57ae0,1,GYTRAVEL-HV-20260916-0049,food_e73e12a0-7c7c-4794-a69a-5c35fa3f2fbc,FoodAndBeverage,他先生豆米豆豉酸辣烫(恒丰步行街店),云岩区,685e38eb0000000017034a1b,贵州六天五晚攻略(不是),我,2025-06-27,https://www.xiaohongshu.com/explore/685e38eb0000000017034a1b?xsec_token_redacted=1&xsec_source=pc_dots,待审核_别名或改名,是,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"贵州六天五晚攻略(不是)
[害羞R]关于住宿:喷水池、大十字、或者恒丰步行街旁
[害羞R]关于吃:第一天朋友妹妹接待,带我们去了当地居民楼下一家(图3),她家店小没有牛肉,朋友点的,锅底在图4,味道没那么辣,作为第一顿很好接受,后边吃的几顿火锅都被辣懵了,她家店对面也是一家小有名气的,叫小不点麻辣烫(师大店)其实还是串串火锅哦,下午三四点去是不用排队的,也好吃,酸辣汤有点辣,但酸辣汤锅底是贵州火",,,,,,,,,,,,,
xhs-review-8990bcb76972d64172aad128,1,GYTRAVEL-HV-20260916-0049,food_e73e12a0-7c7c-4794-a69a-5c35fa3f2fbc,FoodAndBeverage,他先生豆米豆豉酸辣烫(恒丰步行街店),云岩区,68e3ded60000000005033f1d,如果你也想去贵阳,芝麻糊糊,2025-10-06,https://www.xiaohongshu.com/explore/68e3ded60000000005033f1d?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"如果你也想去贵阳
特种兵旅游攻略来咯,想去贵阳的可以参考哦
1豆米火锅吃这家 他先生豆米豆豉酸辣烫火锅(恒峰步行街店)
2 红汤火锅吃这家 餐前一定要说好不加木姜子哦,北方人吃不得 贵厨酸汤牛肉(小十字店)
3 烙锅吃这家 一烙锅(喷水池店)
4酸奶喝兰山 和好一多其实是一个公司的,但是还没被网上宣传出去
5土豆片吃 董家现炸土豆片(华珠花园店)
6李山山 去茶山 个人觉得去茶山更好喝
大部分门店都可以线上排队!记得提",,,,,,,,,,,,,
xhs-review-743c7ccac0a749ad2f2ef8a9,1,GYTRAVEL-HV-20260916-0049,food_e73e12a0-7c7c-4794-a69a-5c35fa3f2fbc,FoodAndBeverage,他先生豆米豆豉酸辣烫(恒丰步行街店),云岩区,6918ca190000000007003e73,记录我吃过的店-贵阳,猪猪的吃喝玩乐记录,2025-11-16,https://www.xiaohongshu.com/explore/6918ca190000000007003e73?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,否,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"记录我吃过的店-贵阳
店名叫他先生豆米豆豉酸辣烫火锅
点的是不辣的豆米火锅
好吃,推荐
它家青菜是免费不限量的
唯一的缺点是它家总有一些小蚊子
感觉卫生条件不太好
但味道还不错
#贵阳[话题]##贵阳美食[话题]##豆米火锅[话题]#",,,,,,,,,,,,,
xhs-review-93b4acf8d587d676ae8af7b6,1,GYTRAVEL-HV-20260916-0049,food_e73e12a0-7c7c-4794-a69a-5c35fa3f2fbc,FoodAndBeverage,他先生豆米豆豉酸辣烫(恒丰步行街店),云岩区,69f1b3990000000036019901,喷水池站!贵阳旅游别只去网红店,小仙贝,2026-04-29,https://www.xiaohongshu.com/explore/69f1b3990000000036019901?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"喷水池站!贵阳旅游别只去网红店
这家本地人都在吃
来贵阳旅游,美食攻略第一条:
「他先生豆米豆豉酸辣烫」
喷水池店我蹲了2天才约上,常年爆满不是没理由的!
本地人这样吃
1先选锅底:豆米锅底必点(清汤or糟辣都行)
2去自助区狂夹山野蔬菜+水果+甜品(免费无限量)
3点现炸酥肉、农家腊肉、手工圆子、秘制软哨
4喝汤→涮菜→最后汤底泡饭,一口入魂
人均20+就能吃出100+的满足感
关键是四季吃不上火,清汤养胃酸辣开胃
",,,,,,,,,,,,,
xhs-review-14d54fcdf2de0004f5176c3c,1,GYTRAVEL-HV-20260916-0049,food_e73e12a0-7c7c-4794-a69a-5c35fa3f2fbc,FoodAndBeverage,他先生豆米豆豉酸辣烫(恒丰步行街店),云岩区,6a1faa0d0000000035039196,本地人私藏!老贵阳人在市区吃哪家豆米火锅?,Zi.Zi,2026-06-03,https://www.xiaohongshu.com/explore/6a1faa0d0000000035039196?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"烫两种贵州特色锅底
口味选择超多,全家老小都能吃得满足
最绝的是性价比直接封神!!
18种贵州本地山野鲜蔬、时令水果、糯叽叽甜品汤圆!!全部不限量、随便畅吃!!
新鲜度在线,种类超丰富,素菜星人狂喜
人均才20+!!平价量大又地道,妥妥的本地人日常食堂!!来贵阳旅游的宝,别只吃网红店!
跟着本地人吃准没错,地道又划算
他先生豆米豆豉酸辣烫火锅(喷水池店)
#贵阳美食[话题]# #贵阳平价美食[话题]# #贵阳豆米火锅[话题]# #贵阳探店[话题]##贵阳旅游攻略[话题]# #本地人爱吃的贵阳美食[话题]# #贵州特色美食[话题]## #喷水池美食[话题]# #贵阳必吃小吃[话题]#",,,,,,,,,,,,,
xhs-review-b820ee608dec4da5d84946dc,1,GYTRAVEL-HV-20260916-0049,food_e73e12a0-7c7c-4794-a69a-5c35fa3f2fbc,FoodAndBeverage,他先生豆米豆豉酸辣烫(恒丰步行街店),云岩区,6aa228d8000000001001ce81,"来他先生豆米豆豉酸辣烫火锅,酸辣开胃的滋味让人一秒上头!这锅底真是绝了,豆米豆豉",丽丽,2026-09-10,https://www.xiaohongshu.com/explore/6aa228d8000000001001ce81?xsec_token_redacted=1&xsec_source=pc_dots,待审核_疑似协同营销,否,否,否,否,否,是,near_dup_a5081fdded62,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"来他先生豆米豆豉酸辣烫火锅,酸辣开胃的滋味让人一秒上头!这锅底真是绝了,豆米豆豉
来他先生豆米豆豉酸辣烫火锅,酸辣开胃的滋味让人一秒上头!这锅底真是绝了,豆米豆豉的香气扑鼻,汤底浓郁却清爽,酸辣度恰到好处,每一口都是味蕾的狂欢。菜品选择丰富,从嫩滑牛肉到鲜脆蔬菜,都能完美融入这锅底。尤其推荐手切牛肉,涮久不老,入口即化,辣味中带着豆米的独特香气",,,,,,,,,,,,,
xhs-review-e5b4a38173772240ae9362d7,1,GYTRAVEL-HV-20260916-0049,food_e73e12a0-7c7c-4794-a69a-5c35fa3f2fbc,FoodAndBeverage,他先生豆米豆豉酸辣烫(恒丰步行街店),云岩区,6aa23f56000000002803761c,"豆米酸辣烫,金融街新宠!",小忆去哪儿玩,2026-09-10,https://www.xiaohongshu.com/explore/6aa23f56000000002803761c?xsec_token_redacted=1&xsec_source=pc_dots,待审核_疑似协同营销,否,否,否,否,否,是,near_dup_a5081fdded62,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"豆米酸辣烫,金融街新宠!
最近在金融街发现一家宝藏火锅店——他先生豆米豆豉酸辣烫,名字独特,味道更惊艳!一进门就被那股浓郁的豆米和豆豉香抓住,酸辣开胃,瞬间唤醒疲惫的味蕾。
这里的酸辣烫锅底是灵魂,豆米煮得软糯入味,豆豉香辣中带着微甜,连汤底都让人忍不住喝光!涮菜时,毛肚、肥牛在酸辣汤中翻滚,吸收了汤汁精华,每一口都鲜辣过瘾,让人直呼“上头”!
店里环境时髦又温馨,服务周到,尤其适合下班后的小聚。",,,,,,,,,,,,,
xhs-review-51c0e9202ae58aad004958d9,1,GYTRAVEL-HV-20260916-0049,food_e73e12a0-7c7c-4794-a69a-5c35fa3f2fbc,FoodAndBeverage,他先生豆米豆豉酸辣烫(恒丰步行街店),云岩区,6aa26d3e000000002901a9dd,"初次尝试他先生豆米豆豉酸辣烫火锅,就被这碗热辣鲜香深深吸引! 酸辣烫的独特",九月.September,2026-09-10,https://www.xiaohongshu.com/explore/6aa26d3e000000002901a9dd?xsec_token_redacted=1&xsec_source=pc_dots,待审核_疑似协同营销,否,是,否,否,否,是,near_dup_a5081fdded62,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"初次尝试他先生豆米豆豉酸辣烫火锅,就被这碗热辣鲜香深深吸引! 酸辣烫的独特
初次尝试他先生豆米豆豉酸辣烫火锅,就被这碗热辣鲜香深深吸引! 酸辣烫的独特风味,是辣中带甜、酸里藏鲜,一口下去,全身毛孔都舒展开来,仿佛把一天的疲惫都涮进了锅里。
店家秘制的豆米和豆豉,是这锅的灵魂所在。豆米软糯入味,豆豉香气浓郁,与新鲜蔬菜、嫩滑肉片一起涮煮,每一口都是惊喜",,,,,,,,,,,,,
xhs-review-9cd10957f699ad0b107d5ca0,1,GYTRAVEL-HV-20260916-0049,food_e73e12a0-7c7c-4794-a69a-5c35fa3f2fbc,FoodAndBeverage,他先生豆米豆豉酸辣烫(恒丰步行街店),云岩区,6aa383f9000000002b0254db,"豆米酸辣烫,火锅新体验!",momo,2026-09-11,https://www.xiaohongshu.com/explore/6aa383f9000000002b0254db?xsec_token_redacted=1&xsec_source=pc_dots,待审核_疑似协同营销,否,否,否,否,否,是,near_dup_c595b25a95fc,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"瞬间交融,层次感十足。汤底咕嘟咕嘟冒着泡,辣而不燥,酸得恰到好处,连汤都让人喝个底朝天!
菜品新鲜,老板介绍豆米是自家泡发的,难怪Q弹有嚼劲。小料台丰富,可以DIY自己的专属味道。环境复古又热闹,朋友聚餐特别嗨,每一口都是惊喜!
如果你也爱吃酸辣口味,想尝试不一样的火锅,这里绝对值得一试!
#贵阳美食推荐[话题]# #他先生豆米豆豉酸辣烫[话题]# #秋天第一顿火锅[话题]# #贵阳本地人爱吃的店[话题]# #我的宝藏美食集[话题]#",,,,,,,,,,,,,
xhs-review-10dfea6ba85defdc002b86be,1,GYTRAVEL-HV-20260916-0049,food_e73e12a0-7c7c-4794-a69a-5c35fa3f2fbc,FoodAndBeverage,他先生豆米豆豉酸辣烫(恒丰步行街店),云岩区,6aa3a7020000000029010078,"第一次尝到他家豆米豆豉酸辣烫火锅,就被彻底征服! 独特的酸辣汤底,融合了豆",董利子,2026-09-11,https://www.xiaohongshu.com/explore/6aa3a7020000000029010078?xsec_token_redacted=1&xsec_source=pc_dots,待审核_疑似协同营销,否,是,否,否,否,是,near_dup_c595b25a95fc,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"有调调,装修简约复古,暖黄色灯光下,火锅的蒸汽缭绕,仿佛置身老友相聚的温馨场景。服务员热情又贴心,推荐菜品很懂行,让整个用餐体验轻松又自在。

如果厌倦了千篇一律的火锅,想尝试点新花样,他先生绝对值得专程打卡!喷水池这家店,无论是口味还是环境都让人惊喜,快约上朋友一起去解锁这份酸辣鲜香吧!
#贵阳美食推荐[话题]# #他先生豆米豆豉酸辣烫[话题]# #秋天第一顿火锅[话题]# #贵阳本地人爱吃的店[话题]# #我的宝藏美食集[话题]#",,,,,,,,,,,,,
xhs-review-5201521d2e8e2791d824c58c,1,GYTRAVEL-HV-20260916-0049,food_e73e12a0-7c7c-4794-a69a-5c35fa3f2fbc,FoodAndBeverage,他先生豆米豆豉酸辣烫(恒丰步行街店),云岩区,6aa3c94d000000001001f583,"贵州毛辣角酸辣烫,一口入魂!",小红薯6484ED51,2026-09-11,https://www.xiaohongshu.com/explore/6aa3c94d000000001001f583?xsec_token_redacted=1&xsec_source=pc_dots,待审核_疑似协同营销,否,否,否,否,否,是,near_dup_c595b25a95fc,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"贵州毛辣角酸辣烫,一口入魂!
今天在贵阳文昌北路发现一家宝藏店——他先生豆米豆豉酸辣烫火锅!一进门就被那独特的酸香吸引,酸辣烫锅底果然名不虚传,以贵州特色毛辣角自然发酵,红润浓稠的汤汁酸爽够劲,辣而不燥,每一口都让人直呼过瘾!
锅底里的豆米和豆豉更是点睛之笔,熬煮入味,香气四溢,搭配各种新鲜食材涮煮,风味层次丰富到难以用言语形容。无论是涮肉还是蔬菜,都被这酸辣汤底赋予灵魂,让人忍不住一直加菜。
店里氛围热烈",,,,,,,,,,,,,
xhs-review-49fd8c86d0c1076a22fbf180,1,GYTRAVEL-HV-20260916-0049,food_e73e12a0-7c7c-4794-a69a-5c35fa3f2fbc,FoodAndBeverage,他先生豆米豆豉酸辣烫(恒丰步行街店),云岩区,6aa62e89000000001103237d,"点开这锅酸辣烫,瞬间被浓郁红润的汤底击中",乐儿,2026-09-13,https://www.xiaohongshu.com/explore/6aa62e89000000001103237d?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,否,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"到好处,辣味不燥不烈,每一口都是舌尖上的惊喜。
锅底自带浓郁层次,酸爽够劲的同时,辣度温和舒适,完全不会抢走食材本味。搭配时蔬或肉类,汤底更能释放食材鲜甜,让整个味蕾彻底苏醒!
来这里吃酸辣烫,不仅是味蕾的狂欢,更是贵州风味的地道体验。从汤底到食材,每一步都用心呈现,难怪老饕们都说,这才是正宗酸辣烫的精髓!
别再犹豫,快来他先生豆米豆豉酸辣烫火锅,感受这碗酸爽够劲的贵州风情,让每一口都成为难忘的记忆!
#贵阳美食推荐[话题]# #他先生豆米豆豉酸辣烫[话题]# #秋天第一顿火锅[话题]# #贵阳本地人爱吃的店[话题]# #我的宝藏美食集[话题]#",,,,,,,,,,,,,
xhs-review-ff2efef032e08f7ed8d8c7ee,1,GYTRAVEL-HV-20260916-0049,food_e73e12a0-7c7c-4794-a69a-5c35fa3f2fbc,FoodAndBeverage,他先生豆米豆豉酸辣烫(恒丰步行街店),云岩区,6aa76add000000002603ade6,"周末探店,偶遇这家『他先生』,简直是被治愈的一天!豆米酸辣烫火锅的锅底一端上来,",亦书,2026-09-14,https://www.xiaohongshu.com/explore/6aa76add000000002603ade6?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"涮上嫩牛肉,吸饱汤汁后入口,那鲜嫩多汁的口感简直绝了!尤其是他们家的自制豆豉,颗粒饱满,香气独特,拌饭都能吃三碗!
店面虽不大,但装修得温馨有格调,服务小哥手脚麻利又贴心。看着热气腾腾的锅底,和朋友边聊边吃,感觉一天的疲惫都被暖意驱散。这种地道又新潮的融合风味,绝对值得专程打卡!下次还来!
#贵阳美食推荐[话题]# #他先生豆米豆豉酸辣烫[话题]# #秋天第一顿火锅[话题]# #贵阳本地人爱吃的店[话题]# #我的宝藏美食集[话题]#",,,,,,,,,,,,,
xhs-review-09741021da63d5305bd2a99c,1,GYTRAVEL-HV-20260916-0049,food_e73e12a0-7c7c-4794-a69a-5c35fa3f2fbc,FoodAndBeverage,他先生豆米豆豉酸辣烫(恒丰步行街店),云岩区,6aaa46450000000028001cef,豆米火锅,嘿甜妹儿,2026-09-16,https://www.xiaohongshu.com/explore/6aaa46450000000028001cef?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"豆米火锅
来贵阳青云市集,一定要打卡这锅地道豆米火锅
“他先生豆米豆豉酸辣烫(青云市集店)”
芸豆慢火熬到绵密起沙,汤底浓稠挂勺,豆香扑面而来
锅底可选清汤/糟辣/豆豉,不吃辣的朋友也能放心冲
必点手工鲜肉丸,下锅吸饱豆香汤汁,配上糊辣椒蘸水,一口沦陷!
素菜、冰粉自助随便拿,性价比超高。
吃豆米火锅的灵魂:舀一勺浓稠豆米汤,直接盖在白米饭上拌饭,碳水直接快乐拉满,妥妥下饭王者!#贵州豆米火锅",,,,,,,,,,,,,
xhs-review-e1f862bd483f66bac5a398cd,1,GYTRAVEL-HV-20260916-0049,food_e73e12a0-7c7c-4794-a69a-5c35fa3f2fbc,FoodAndBeverage,他先生豆米豆豉酸辣烫(恒丰步行街店),云岩区,6aaa7142000000000b00c64f,豆米酸辣烫 • 火锅新体验,安仔日记,2026-09-16,https://www.xiaohongshu.com/explore/6aaa7142000000000b00c64f?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,否,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"
豆米熬煮得软糯入味,豆豉的咸香与酸辣完美融合,汤底浓郁却不油腻,涮上新鲜的蔬菜和肉卷,瞬间吸收汤汁精华,让人欲罢不能。
店里的装修简约舒适,氛围热闹又不失格调。无论是和家人聚餐,还是朋友小聚,这里都能给你一场酣畅淋漓的味蕾盛宴。 如果你喜欢酸辣口味,这家店绝对值得一试,保证让你回味无穷!
#贵阳美食推荐[话题]# #他先生豆米豆豉酸辣烫[话题]# #秋天第一顿火锅[话题]# #贵阳本地人爱吃的店[话题]# #我的宝藏美食集[话题]#",,,,,,,,,,,,,
