发现序号,酒店ID,酒店名称,列表价格,评分,点评数,星级/钻级,地址/区域,详情URL,列表原始URL,发现来源,首次发现轮次,首次发现时间
284,133851523,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=133851523&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,26,2026-08-30 23:41:22
285,114988143,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=114988143&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,27,2026-08-30 23:41:28
286,702447,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702447&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,27,2026-08-30 23:41:28
287,6467684,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=6467684&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,27,2026-08-30 23:41:28
288,126697626,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126697626&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,27,2026-08-30 23:41:28
289,701058,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701058&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,27,2026-08-30 23:41:28
290,13670867,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 2, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond2_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=13670867&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,27,2026-08-30 23:41:28
291,134006402,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 2, 'starIconUrl': 'https://pages.c-ctrip.com/wireless-app/imgs/T2Images/0623/ic_new_circle3@3x.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=134006402&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,27,2026-08-30 23:41:28
292,700948,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=700948&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,27,2026-08-30 23:41:28
293,14475191,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=14475191&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,27,2026-08-30 23:41:28
294,46114693,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=46114693&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,27,2026-08-30 23:41:28
295,1509537,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1509537&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,28,2026-08-30 23:41:38
296,61511399,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=61511399&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,28,2026-08-30 23:41:38
297,54913120,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=54913120&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,28,2026-08-30 23:41:38
298,702077,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 2, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond2_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702077&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,28,2026-08-30 23:41:38
299,1735732,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1735732&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,28,2026-08-30 23:41:38
300,112811119,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=112811119&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,28,2026-08-30 23:41:38
301,995162,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png', 'superStar': 2}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=995162&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,28,2026-08-30 23:41:38
302,88811916,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=88811916&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,28,2026-08-30 23:41:38
303,6257258,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=6257258&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,28,2026-08-30 23:41:38
304,120410851,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=120410851&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,28,2026-08-30 23:41:38
305,701743,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701743&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,29,2026-08-30 23:41:44
306,1712519,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1712519&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,29,2026-08-30 23:41:44
307,106274653,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 2, 'starType': 2, 'starIconUrl': 'https://pages.c-ctrip.com/wireless-app/imgs/T2Images/0623/ic_new_circle2@3x.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=106274653&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,29,2026-08-30 23:41:44
308,129993342,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=129993342&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,29,2026-08-30 23:41:44
309,4641202,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=4641202&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,29,2026-08-30 23:41:44
310,702701,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702701&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,29,2026-08-30 23:41:44
311,702671,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 2, 'starIconUrl': 'https://pages.c-ctrip.com/wireless-app/imgs/T2Images/0623/ic_new_circle3@3x.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702671&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,29,2026-08-30 23:41:44
312,123757837,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123757837&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,29,2026-08-30 23:41:44
313,52169615,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=52169615&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,29,2026-08-30 23:41:44
314,123275855,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123275855&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,29,2026-08-30 23:41:44
315,22151639,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 2, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond2_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22151639&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,30,2026-08-30 23:41:51
316,68128599,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=68128599&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,30,2026-08-30 23:41:51
317,701065,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701065&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,30,2026-08-30 23:41:51
318,132793909,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=132793909&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,30,2026-08-30 23:41:51
319,701995,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701995&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,30,2026-08-30 23:41:51
320,6245174,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=6245174&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,30,2026-08-30 23:41:51
321,1827628,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1827628&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,30,2026-08-30 23:41:51
