Google地点ID,业务类别,地点名称,泰文名称,Google主要类型,主要类别,评分,评价数量,价格等级,完整地址,纬度,经度,县区中文名,乡分区中文名,每周营业时间,电话,官方网站,设施与服务标签,编辑简介,Google地图链接
ChIJlaHpMpKZ4jARF6mlIwCPXgI,美食餐饮,Craftsman Roastery at Old Town,,coffee_shop,咖啡店,4.8,421,PRICE_LEVEL_INEXPENSIVE,"23 Thanon Bamrung Mueang, Khwaeng San Chao Pho Sua, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.751485,100.497099,拍那空县,虎神庙区,星期一: 07:30–17:00 | 星期二: 07:30–17:00 | 星期三: 07:30–17:00 | 星期四: 07:30–17:00 | 星期五: 07:30–17:00 | 星期六: 07:30–17:00 | 星期日: 07:30–17:00,+66 64 808 5262,http://www.facebook.com/craftsmanroastery,允许携带宠物|适合团体|有洗手间|外带|配送|堂食|供应早午餐|供应咖啡|供应甜品|供应啤酒|供应素食,,https://maps.google.com/?cid=170731066647488791&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJR5m65WmZ4jARV4drLkIKtOc,美食餐饮,Crown Coffee By Ari,,coffee_shop,咖啡店,,,,"112 Prachathipatai Rd, Khwaeng Bang Khun Phrom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.765177,100.506523,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=16695980997932189527&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJZ9gni7SZ4jARhnKZViWFbZE,美食餐饮,CupC Coffee Creation Cafe Grand Palace,,coffee_shop,咖啡店,,,,"58 Phraeng Phuthon Rd, Khwaeng San Chao Pho Sua, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.75164,100.496995,拍那空县,虎神庙区,,,,,,https://maps.google.com/?cid=10479178303374193286&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJZY5V-x2Z4jARm0ylgUZczBs,美食餐饮,CupC Coffee Creation Cafe Khaosan,,coffee_shop,咖啡店,,,,"214 Thanon Tanao, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.755864,100.498623,拍那空县,虎神庙区,,,,,,https://maps.google.com/?cid=2003077392165588123&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJISAtkkiZ4jARAsbObl3TPX8,美食餐饮,DEAF Home Cafe by Te,,coffee_shop,咖啡店,,,,"227 Soi Thesa, Khwaeng Wat Ratchabophit, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.749978,100.499331,拍那空县,拉差博披寺区,,,,,,https://maps.google.com/?cid=9168716814640662018&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJd_v8HwCZ4jARpXrJm7JGCw4,美食餐饮,DEAKcaffeine,,coffee_shop,咖啡店,,,,"115/15 ซอย ภุมรินราชปักษี Khwaeng Arun Amarin, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.765461,100.486228,曼谷蓮縣,Sirirat,,,,,,https://maps.google.com/?cid=1011980274206603941&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJf7Cf8ZuZ4jARlD8oGkG_GSQ,美食餐饮,DRAGO.CUP. CAFE ดราโก้​ คัฟ​ คาเฟ่,,coffee_shop,咖啡店,,,,"346 Soi Nakhon Sawan 6, วัดโสมนัส Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.759613,100.512145,邦巴沙都拍县,Wat Sommanat,,,,,,https://maps.google.com/?cid=2601320546115796884&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJtwVYcHqZ4jAR0_niRYT0Yh0,美食餐饮,Dady Cofee,,coffee_shop,咖啡店,,,,"1618/1 Soi Suwannin, Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.771195,100.492288,挽拍县,Bang Yi Khan,,,,,,https://maps.google.com/?cid=2117523623762917843&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJEXJu6BeZ4jARswyCG-FWD2o,美食餐饮,Dali Café,,coffee_shop,咖啡店,,,,"112 Thanon Ti Thong, Khwaeng Wat Ratchabophit, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.750017,100.500063,拍那空县,拉差博披寺区,,,,,,https://maps.google.com/?cid=7642422617500159155&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJOf_dHgCZ4jARwz46X3lMexo,美食餐饮,Daughter Bar & Box Khao sarn,,coffee_shop,咖啡店,,,,"曼谷都会区 Phra Nakhon, 曼谷 Banglamphu QF5W+HR邮政编码: 10200",13.758968,100.496945,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=1908202951293943491&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJg6h2awCZ4jARiydK-oT3Ugw,美食餐饮,Deepresso Coffee,,coffee_shop,咖啡店,,,,"QG93+F54, Thanon Samsen, Khwaeng Bang Khun Phrom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.768601,100.502904,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=888044227052316555&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJr5Tu2GWZ4jARKiP2_Y-tPdI,美食餐饮,Devaraj Coffee,,coffee_shop,咖啡店,,,,"90 วัดเทวราชกุญชร วรวิหาร Khwaeng Wachira Phayaban, Khet Dusit, Krung Thep Maha Nakhon 10300",13.772104,100.501402,拍那空县,讪披耶寺区,,,,,,https://maps.google.com/?cid=15149455555496911658&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJowhSWpWZ4jARQ_7f6I7Ogtw,美食餐饮,Diamond wit cafe & restaurant,,coffee_shop,咖啡店,,,,"71/1 Thanon Si Ayutthaya, Khwaeng Wachira Phayaban, Khet Dusit, Krung Thep Maha Nakhon 10300",13.771914,100.503544,拍那空县,讪披耶寺区,,,,,,https://maps.google.com/?cid=15889489548504202819&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJAScFYv6Z4jAROBltqL99pDc,美食餐饮,Dinso Art Gallery & Studio,,coffee_shop,咖啡店,,,,"151 3 Dinso Rd, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.755892,100.501803,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=4009467830384531768&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJYwI2RwCZ4jARPPniiGAwo_s,美食餐饮,Doppio Specialty Coffee Khaosan Road,,coffee_shop,咖啡店,,,,"313 Thanon Phra Sumen, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.760567,100.500847,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=18132389715895318844&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJPchl-p2Z4jARaLS-ydX62GQ,美食餐饮,Double Pitcher,,coffee_shop,咖啡店,,,,"463/6 Luk Luang Rd, Khwaeng Si Yaek Maha Nak, Khet Dusit, Krung Thep Maha Nakhon 10300",13.758588,100.515026,都实县,Si Yaek Maha Nak,,,,,,https://maps.google.com/?cid=7266833794881991784&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJT22AdMuZ4jARl-tO_Haj4Ow,美食餐饮,Doublechaสาขาเยาวราช,,coffee_shop,咖啡店,,,,"หน้า Pichaiyat Building, ถนนคนเดิน Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.741762,100.508432,三攀他旺县,差甲瓦區,,,,,,https://maps.google.com/?cid=17068822319168678807&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJH4YzSQCZ4jARF_3VFJ4YJRw,美食餐饮,Dunkin Donut Bobae Tower,,coffee_shop,咖啡店,,,,"Bobae Tower ชั้น G Thanon Damrong Rak, Khwaeng Khlong Maha Nak, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.754145,100.515903,邦巴沙都拍县,Khlong Maha Nak,,,,,,https://maps.google.com/?cid=2028054274433744151&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ7fxfUtGZ4jARwSQjAE7UaPU,美食餐饮,Ekkamai Macchiato at Nang Lerng,,coffee_shop,咖啡店,,,,"165-169, ศรัตรูพ่าย, Khwaeng Wat Sommanat, เขต ป้อมปราบ, Krung Thep Maha Nakhon 10100",13.758433,100.509688,邦巴沙都拍县,Wat Sommanat,,,,,,https://maps.google.com/?cid=17683617368345093313&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJT5Tm-gSZ4jAR2aQhPEmfidI,美食餐饮,Elefin Coffee,,coffee_shop,咖啡店,,,,"Thanon Maha Rat, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.744321,100.49254,拍那空县,大皇宫区,,,,,,https://maps.google.com/?cid=15170831956664493273&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJtR3PbwCZ4jARJsd-WX6MwPo,美食餐饮,Embassy Coffee,,coffee_shop,咖啡店,,,,"708 Krung Kasem Rd, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.75958,100.512028,邦巴沙都拍县,Wat Sommanat,,,,,,https://maps.google.com/?cid=18068596179305678630&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJg3q4-7aZ4jARzw3IAojLJEs,美食餐饮,Everyday Yellow Cafe,,coffee_shop,咖啡店,,,,"232 Thanon Atsadang, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.741951,100.494646,拍那空县,三王府区,,,,,,https://maps.google.com/?cid=5414676437028834767&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJxdH_EXiZ4jAR3dYUKSWKq3Y,美食餐饮,Fatcat,,coffee_shop,咖啡店,,,,"127 Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.771939,100.485337,挽拍县,Bang Yi Khan,,,,,,https://maps.google.com/?cid=8551080209700673245&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJgTux2AeZ4jARtH7mid7UZKc,美食餐饮,Fight Day OZ,,coffee_shop,咖啡店,,,,"113, Royal Thai Army Headquarters, Building 4, Rajdamnern, แขวงบางขุนพรหม เขตพระนคร กรุงเทพมหานคร 10200",13.763152,100.505136,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=12061999754266443444&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ1y6LYQCZ4jARoCP0FFQiG-g,美食餐饮,Fishing point,,coffee_shop,咖啡店,,,,"18, 1 Soi Lamphu, Khwaeng Chana Songkhram, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.764073,100.496262,拍那空县,查那松康区,,,,,,https://maps.google.com/?cid=16724999385694610336&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJf51xcgCZ4jARxUBn3pwweFA,美食餐饮,Fresh Coffee กาแฟสด,,coffee_shop,咖啡店,,,,"QG42+9J9, Dinso Rd, Khwaeng Wat Bowon Niwet, บวรนิเวศ, Krung Thep Maha Nakhon 10200",13.755927,100.501594,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=5798437970543853765&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ0zXaQcSZ4jAREtESjnNyOdc,美食餐饮,Freshi.O.Coffee,,coffee_shop,咖啡店,,,,"ตลาดนัดข้างกระทรวงศึกษาธิการ Khwaeng Dusit, Khet Dusit, Krung Thep Maha Nakhon 10300",13.767601,100.50835,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=15508552632457416978&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJG5WKaTaZ4jARHF2AklP7x5Y,美食餐饮,Fruity Milk,,coffee_shop,咖啡店,,,,"曼谷都会区 Phra Nakhon, 曼谷 Banglamphu QG42+GPJ邮政编码: 10200",13.756331,100.501765,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=10864928962413354268&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJN542PT6Z4jARkjb-DZBG5sg,美食餐饮,Fujiko Coffee Lab (Invitation only),,coffee_shop,咖啡店,,,,"21 Soi Charoen Krung 3, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7474,100.500496,拍那空县,三王府区,,,,,,https://maps.google.com/?cid=14476335636753036946&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJGS5n9BWZ4jARcZIP84dBOVY,美食餐饮,GDM The Golden Mount,,coffee_shop,咖啡店,,,,"344 Boriphat Rd, Khwaeng Ban Bat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.753522,100.509051,邦巴沙都拍县,班巴区,,,,,,https://maps.google.com/?cid=6213069213088584305&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJpVgGYD2Z4jARfNPCsaDEQu0,美食餐饮,GOOD coffee GRAB & GO กู๊ดคอฟฟี่ อาราบิก้า 100%,,coffee_shop,咖啡店,,,,"216 Worachak Rd, Khwaeng Wat Thepsirin, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.748586,100.507109,邦巴沙都拍县,班巴区,,,,,,https://maps.google.com/?cid=17096443329907970940&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJpR-MN8-Z4jAR3XXoDMzSbVM,美食餐饮,Ganesh coffee,,coffee_shop,咖啡店,,,,"284 Soi Banphanthom, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.762305,100.502029,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=6011692851441202653&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ08iLbwCZ4jARL0fodoQGmuQ,美食餐饮,Golden Place The Old Siam,,coffee_shop,咖啡店,,,,"121 The Old Siam Plaza, Phahurat Rd, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.745826,100.500342,拍那空县,三王府区,,,,,,https://maps.google.com/?cid=16472485753061394223&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ7a5RMgCZ4jAR8CvRajD5pyw,美食餐饮,Golden Place สนามเสือป่า,,coffee_shop,咖啡店,,,,"QG87+RVC, Dusit, Dusit District, Bangkok 10300",13.767062,100.514653,都实县,Suan Chit Lada,,,,,,https://maps.google.com/?cid=3217814445125348336&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJKTlrIQCZ4jARK0Ga45uFA4g,美食餐饮,Gradient & Thiem,,coffee_shop,咖啡店,,,,"曼谷都会区 Phra Nakhon, 曼谷 Banglamphu QG42+GPJ邮政编码: 10200",13.756331,100.501765,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=9800824118673293611&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJg6z-KQCZ4jARm4I8sFcR0TM,美食餐饮,Grandpa's Coffee,,coffee_shop,咖啡店,,,,"87 Nakhon Sawan Rd, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.759032,100.511753,邦巴沙都拍县,Wat Sommanat,,,,,,https://maps.google.com/?cid=3733784634383434395&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJHxGoDQCZ4jARhCrByfad1Is,美食餐饮,Granniebasket Phranakhon,,coffee_shop,咖啡店,,,,"32 Phahurat Rd, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.745175,100.49798,拍那空县,三王府区,,,,,,https://maps.google.com/?cid=10075851949607037572&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJMYoWIACZ4jARKswRkf8e3K0,美食餐饮,Groove Cafe & Bed,,coffee_shop,咖啡店,,,,"239 Thanon Samsen, Khwaeng Wat Sam Phraya, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.766405,100.500663,拍那空县,班潘通,,,,,,https://maps.google.com/?cid=12527922346437233706&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJF4SOKqCZ4jARJAM0LYqvMbU,美食餐饮,HUFU Cafe,,coffee_shop,咖啡店,,,,"154 Soi Yaowarat 4, Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.740996,100.509324,三攀他旺县,差甲瓦區,,,,,,https://maps.google.com/?cid=13056409802722509604&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJy0Yl1omZ4jARrwvMFwSPltg,美食餐饮,H_cafe X Bur Bar Phra Athit Road,,coffee_shop,咖啡店,,,,"8, 134 Thanon Phra Athit, ชนะสงคราม, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.763609,100.495636,拍那空县,查那松康区,,,,,,https://maps.google.com/?cid=15606818806440922031&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJOc7PsJyZ4jAR3rZQiV3iQIM,美食餐饮,Habit Shots Coffee,,coffee_shop,咖啡店,,,,"Wang Burapha Phirom, Phra Nakhon, Bangkok 10200",13.745088,100.50289,拍那空县,三王府区,,,,,,https://maps.google.com/?cid=9457808108841645790&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJu1aZKACZ4jAR_6egM0Sx7YE,美食餐饮,Hakkaido Coffee,,coffee_shop,咖啡店,,,,"The Old Siam Plaza Parking, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.746029,100.499936,拍那空县,三王府区,,,,,,https://maps.google.com/?cid=9362334106855188479&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJP5Xfy2uZ4jARFPXVhsQA9As,美食餐饮,Happy Owls Coffee (@HOC),,coffee_shop,咖啡店,,,,"155 Wisut Kasat, Khwaeng Bang Khun Phrom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.761557,100.505119,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=861314272810366228&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJY9kC9zqZ4jARpvjB672LpZM,美食餐饮,Harmony cafe & nail,,coffee_shop,咖啡店,,,,"307 ถนน จักรวรรดิ Khwaeng Chakkrawat, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.741317,100.502791,三攀他旺县,差甲瓦區,,,,,,https://maps.google.com/?cid=10639063342553102502&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJMSi_12-Z4jARF8U8EVk8YYQ,美食餐饮,Henry's Cafe,,coffee_shop,咖啡店,,,,"25/3 Soi Chana Songkhram, Khwaeng Chana Songkhram, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.761917,100.49446,拍那空县,查那松康区,,,,,,https://maps.google.com/?cid=9538971838986372375&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJn0kJJiOZ4jAR0t9nAjPlT0s,美食餐饮,Heritage Shop สาขา เยาวราช,,coffee_shop,咖啡店,,,,"412 Soi Yaowarat 11, Khwaeng Chakkrawat, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.740527,100.507806,三攀他旺县,差甲瓦區,,,,,,https://maps.google.com/?cid=5426808083251191762&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJM35MD2uZ4jARBwj8h0eihQk,美食餐饮,Hia Tai Kee Visukrasat,,coffee_shop,咖啡店,,,,"78/4 Prachathipatai Rd, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.762181,100.504301,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=686132946351687687&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJGdbxA-KZ4jARr6H9UeQOR2g,美食餐饮,Hoku Hoku Bekari Shop,,coffee_shop,咖啡店,,,,"157, 159 Ratchawong Rd, Khwaeng Chakkrawat, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.74099,100.506073,三攀他旺县,差甲瓦區,,,,,,https://maps.google.com/?cid=7513990877081870767&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ88OFXcqZ4jARh9RkD6xHo3Y,美食餐饮,Hometown Gelato & Coffee,,coffee_shop,咖啡店,,,,"83 Soi Charoen Krung 3, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.747198,100.500421,拍那空县,三王府区,,,,,,https://maps.google.com/?cid=8548755321997546631&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ15TfoHWZ4jARMmQPCVmCuOM,美食餐饮,I Like To Eat - Coffee Breakfast Pastries Icecream,,coffee_shop,咖啡店,,,,"No 71, Soi Samsen 4, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.763269,100.500855,拍那空县,班潘通,,,,,,https://maps.google.com/?cid=16409008561240106034&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ9zSFoJ-Z4jARSnFCP2lMwcM,美食餐饮,ISARA Coffee,,coffee_shop,咖啡店,,,,"Thanon Arun Amarin, Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.772097,100.492383,挽拍县,Bang Yi Khan,,,,,,https://maps.google.com/?cid=14105639522817700170&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ8YFnFUuZ4jARNSE92Hb68zw,美食餐饮,Icemuucafe & Beauty ตรงข้ามโรงเรียนวัดสระเกศ ภูเขาทอง (ชื่อดั้งเดิมวิสุธารศ),,coffee_shop,咖啡店,,,,"465 Thanon Chakkraphatdi Phong, Khwaeng Khlong Maha Nak, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.7531,100.509381,邦巴沙都拍县,班巴区,,,,,,https://maps.google.com/?cid=4392129449957335349&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJn06P33SZ4jARGHecQq5Ao5I,美食餐饮,Icing cafe,,coffee_shop,咖啡店,,,,"215 Thanon Phra Sumen, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.76146,100.49917,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=10566360267927353112&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJkTBzewCZ4jARe1XzZTrvdgU,美食餐饮,Infinity Dr Coffee,,coffee_shop,咖啡店,,,,"144 Soi Wat Intharawihan Khwaeng Bang Khun Phrom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.76707,100.503216,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=393765051539084667&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJKzIMo3aZ4jARN-2e7JJEU2Y,美食餐饮,Inthanin Bangchak Siracha Nanglerng Branch #8790,,coffee_shop,咖啡店,,,,"467/1 Nakhon Sawan Rd, Khwaeng Suan Chitlada, Khet Dusit, Krung Thep Maha Nakhon 10300",13.760789,100.513552,都实县,Si Yaek Maha Nak,,,,,,https://maps.google.com/?cid=7373312412761386295&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJLRSA5EOZ4jARnJjH4CdC5Ss,美食餐饮,Inthanin Coffee,,coffee_shop,咖啡店,,,,"Dusit, Dusit District, Bangkok 10300",13.764456,100.511882,都实县,Dusit,,,,,,https://maps.google.com/?cid=3163007052339976348&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
