源行号,酒店ID,标准平台ID,原始平台名称,是否官网,URL链接,记录哈希,采集批次ID,源文件,源文件SHA256,酒店主键存在,平台映射状态,审计结果,问题说明
451,ChIJ_zP3fy-Z4jARWYaBArPXGAg,dealbase,dealbase.com,否,https://deals.dealbase.com/?sig=d24b78db5ff27b2a7633c125e8c1eb65fcdd29bfbe8d2468da3702f8e475011131373338383435313339&turl=https%3A%2F%2Fwww.dealbase.com%2FHotel%2FSearch%3FcheckIn%3D2026-09-07%26checkOut%3D2026-09-08%26currency%3DUSD%26forceCurrencyChange%3D1%26lang%3Den%26forceLanguageChange%3D1%26rooms%3D2%3A%26utm_source%3Dgha%26utm_medium%3Dcpc%26hotelId%3D1196734%26userCountry%3DUS%26profile%3Dr2d2m73kn8%26preferredRate%3D48.58%26deviceType%3Ddesktop%26label%3Dsrc%253Dgha%2526cltype%253Dhotel%2526datype%253Ddefault%2526gsite%253Dmapresults%2526vf%253D0%2526ucountry%253DUS%2526udevice%253Ddesktop%2526hotel%253D1196734%2526day%253D07%2526month%253D09%2526year%253D2026%2526los%253D1%2526price%253D48.58%2526currency%253DUSD%2526cid%253D%2526listid%253D%2526rateid%253DUS_D%2526closerateid%253D%2526promo%253D0%2526isPrivateRate%253D0%2526isAudienceUser%253D0%2526isPaidClick%253D0%2526%26cp%3DOdI6LsUN2ddA4AKOChEIriEQwwIYiQIiA1VTRFIBMhIaFfqLSX8aC1hsTXFBenM5NVFZKAIwstnk1AY,1f7f543fd3399ccad5018ace22fce0790d21d889e94bd4d78b8a1c161bd078e2,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
452,ChIJMckScdqe4jARnCUZdPKRjF8,klook,klook,否,https://api.klktech.com/v1/meta/hotels/detail/251967/?hotelid=251967&check_in=2026-09-06&check_out=2026-09-07&aid=28539&campaignid=&adult_num=2&lead_time=3&child_num=0&childages=&room_num=1&google_site=mapresults&length_of_stay=1&partner_currency=USD&click_type=hotel&click_price_total=87.39&price_tax=13.14&price_fees=0.00&rate_key_redacted=1&user_country=US&click_currency=USD&_currency=USD&device=desktop&partner_hotelid=251967&language=zh&audience_list=&verification=false&booking_source=cpc&isPromoted=0&utm_source=MSE&utm_medium=Google&utm_campaign=28539&utm_term=251967&utm_content=USD&isAdClick=0&prid=Foreign-Other&arrival_fees=0.000&lowest=true&mse_trace_id=MmNiMmRmNS01MzE5YzEwLTE3ODg0MjI4MDIuZi5vOjE6MDoyOjA6MToyNDg6MjQ5OlRX&mse_search_token=MmNiMmRmNS01MzE5YzEwLTE3ODg0MjI4MDIuZi5vOjE6MDoyOjA6MToyNDg6MjQ5OlRX&price_total=USD-87.390&price_type=Inbound-desktop&klc_l1=MSE&klc_l2=Google&age=,ae9becbe9634c21d76e9a0b15c92b16b07cb2957284fd89adf097807268bab27,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
453,ChIJMckScdqe4jARnCUZdPKRjF8,bluepillow,Bluepillow.com,否,"https://www.bluepillow.com/search/61828dbd9e3163a56a2a2e7f?begin=2026-09-06&end=2026-09-07&block_id=-b,vGS72jnQ8Mnm39WI9saamQVA2mr3_E2I2_sWeVoJ4VlKwo84IkL7IyulmfWiIpC0,-bpag-Hotel&fees=12.93&tax=12.93&total=85.98&adults=2&childs=0&infants=0&childrens=0&country=US&currency=USD&language=zh&source=mapresults&utm_campaign=hotel&prid=foreign",c5fe3012b4b85adb8d7cd5295a7e417ecaa4c39eb267db9c0744daeef9e1fec2,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
454,ChIJMckScdqe4jARnCUZdPKRjF8,momondo,momondo.com,否,https://www.momondo.com/semi/ha/hotel_ads/280390/en.html?utm_source=google&utm_medium=cpc&utm_term=280390&adType=0&utm_content=mapresults&utm_campaign=HotelAds&ci=2026-09-06&co=2026-09-07&gs=mapresults&l=1&pc=USD&rid=&pdtax=13.18&pdtotal=87.67&rpid=&uc=US&ucuc=USD&d=desktop&lc=zh&v=false&rrid=QUdPREFIUEE&k_pc=~QUdPREFIUEE&k_rt=&k_sid=uFHkQ8lF-1&k_kct=1788418058&k_gct=1788418711&g=2&r=1&ac=2&k_cc=us&dt=default&cmpid=&cmptrack=,015d87efc9d4d5f1c64af320b2293e5780442db29ec1a84f6327ecd103434a00,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
455,ChIJMckScdqe4jARnCUZdPKRjF8,hotels,Hotels.com,否,https://th.hotels.com/Hotel-Search?selected=1941991&startDate=2026-09-06&endDate=2026-09-07&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.1941991.20260906.20260907.DDT.3.CID..AUDID.&adults=2&children=&mctc=10&mpf=100.75&mpg=USD&mpl=USD&mpj=17.31&mpr=9.78&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd=GGMETA.1941991USzh-20260906-D-ABW=3-camp=-aud=-N&rateplanid=201405536&mpm=24&mpn=273884&mpo=EC&mpp=1,cf93a2e70058acdf81aa66071c99e3a44910f14c2d83a9992635e7dbba6e167a,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
456,ChIJMckScdqe4jARnCUZdPKRjF8,tiket,Tiket.com,否,https://www.tiket.com/en-us/hotel/thailand/grande-centre-point-ratchadamri-904001776759019550?hotelID=304eea71-10ed-447d-bf88-d5c38de61bae&checkin=2026-09-06&checkout=2026-09-07&adult=2&country=US&device=desktop&lang=en&isAat=false&utm_source=google-hotel&utm_term=304eea71-10ed-447d-bf88-d5c38de61bae&utm_medium=aff-meta&utm_campaign=Google-Hotel-0023-B2B-none-hotel&utm_external=aff&tag_meta_id=34412887&tag_meta_type=google-hotel&isRedirect=true&currency=USD,a3d6d49ba128922d93d07f0f96101cd70e94f5b27ee679c332451ecc8c8534f3,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
457,ChIJMckScdqe4jARnCUZdPKRjF8,trip,Trip.com,否,https://us.trip.com/hotels/redirect?hotelid=996732&city=359&shoppingid=MpuECXHIX1r0&adult=2&children=0&ages=&checkin=2026-09-06&checkout=2026-09-07&curr=USD&Allianceid=15214&Sid=1209572&prid=LANG_US&trip_sub1=06_09_2026_1_mapresults_996732_US_desktop_default___0_0-LANG_US-landing&hpaopts=stand[H4sIAAAAAAAA_-Ny4WKSYBJi4mCUsuJ49fLBK1aL34IBHDMY_7yy2cHIdJHxm0ZM_yHRcIeHjG8Cd8i1akc7vGCcfGch4wIWxoWsYKHXzg5SPL4Fpa7OER6eEYZFBgqMGosePrnC5sEYxObi4uhkahElw8Uc4uEk-KP75qRQwVP2UsyhwS6KT0RkTz69L-WQxJqapxsanPFVtIuRyYNxFSM7F7OBkZEA0ydGfmRz481MJzExGgIAsa5bjrMAAAA]fgt[1]&br=108.68&tf=16.34&display=exavg&locale=en_us&crn=1&roomid=1566061802&allianceid=15214&sid=1209572,cbfd276907fea58f4d3c11e3c2938d8aa70521ef7aaf026fe63aeaef5657a96f,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
458,ChIJMckScdqe4jARnCUZdPKRjF8,lion_travel,Lion Travel 雄獅旅遊,否,https://hotel.liontravel.com/detail/lion-hotel-detail?hotelCode=THBKK131&checkIn=2026/09/06&checkOut=2026/09/07&roomsData=[]&allotment=1&mtl=ghtad,6049b5ac511fdaa1115f75a0d9a3e59fbd1d3f34d21d35a9b9f68110841714c5,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
459,ChIJMckScdqe4jARnCUZdPKRjF8,evendo,Evendo,否,"https://evendo.com/stays/grande-centre-point-hotel-ratchadamri/02165647?check_in=2026-09-06&check_out=2026-09-07&who=%5B%7B%22adults%22:2,%22children%22:%5B%5D%7D%5D&currency=USD&language=zh&country=US&utm_source=google&utm_medium=googlehotels&utm_campaign=mapresults&pdtax=14.91&pdtotal=102.60&prid=",cf1d8a735dfe95faa7096335fe5fd3e0c01ce6ed65e55e6134b640dc9d0add4b,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
460,ChIJMckScdqe4jARnCUZdPKRjF8,qantas,Qantas Hotels,否,https://www.qantas.com/hotels/properties/23598?adults=2&children=0&infants=0&checkIn=2026-09-06&checkOut=2026-09-07&utm_campaign=GoogleHotels&adType=0&utm_medium=organic-search&utm_source=Google-Hotels&utm_term=23598&hotelID=23598&hotel_campaign=,978463fb412e7e308a110f6efcad628c3c0251ebee831c097c186690a5761a4b,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
461,ChIJMckScdqe4jARnCUZdPKRjF8,dealbase,dealbase.com,否,https://deals.dealbase.com/?sig=d24b78db5ff27b2a7633c125e8c1eb65fcdd29bfbe8d2468da3702f8e475011131373338383435313339&turl=https%3A%2F%2Fwww.dealbase.com%2FHotel%2FSearch%3FcheckIn%3D2026-09-06%26checkOut%3D2026-09-07%26currency%3DUSD%26forceCurrencyChange%3D1%26lang%3Dzh%26forceLanguageChange%3D1%26rooms%3D2%3A%26utm_source%3Dgha%26utm_medium%3Dcpc%26hotelId%3D1421027%26userCountry%3DUS%26profile%3Dr2d2m73kn8%26preferredRate%3D99.80%26deviceType%3Ddesktop%26label%3Dsrc%253Dgha%2526cltype%253Dhotel%2526datype%253Ddefault%2526gsite%253Dmapresults%2526vf%253D0%2526ucountry%253DUS%2526udevice%253Ddesktop%2526hotel%253D1421027%2526day%253D06%2526month%253D09%2526year%253D2026%2526los%253D1%2526price%253D99.80%2526currency%253DUSD%2526cid%253D%2526listid%253D%2526rateid%253DUS_D%2526closerateid%253D%2526promo%253D0%2526isPrivateRate%253D0%2526isAudienceUser%253D0%2526isPaidClick%253D0%2526%26cp%3DhL1fAE0mkqK0KHvcChEI1z8QygkY2wQiA1VTRFIBMhIaFaGHz-saCzVyS0RBMWV1ZVNrKAIwtd_k1AY,158d650bb8bf448f2b42c0a1f7cc5e7f5c4ae85cd557cae11dbbed75febcdc3b,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
462,ChIJMckScdqe4jARnCUZdPKRjF8,edreams,eDreams,否,https://accommodation.edreams.net/Hotel-Search?selected=1941991&startDate=2026-09-06&endDate=2026-09-07&adults=2&children=&mpf=105.37&cur=USD&mpj=17.31&MDPCID=eDreams-US.DPS.Edreams.MetaSearch-GHA.HOTEL&mpl=USD&numberOfRooms=1&locale=en_US&rffrid=h4p.hcom.US.ghaodigeo.000.000.kwrd=&pos=EDREAMS_US&rateplanid=201405536&mctc=10&utm_medium=metasearch&utm_campaign=268584&utm_term=hotel&utm_source=FREEBOOKING,4aefe5095926b8756842842b3040f6ec8a8ce9f1177971e5c5a82662856a4962,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
463,ChIJMckScdqe4jARnCUZdPKRjF8,etrip,Etrip.net,否,https://deals.etrip.net/?sig=e9cc68956712e1e5d60f579a67e54afadd83f5d631dc9782cc50d47864de2f2c2d32303330363031313335&turl=https%3A%2F%2Fsearch.etrip.net%2FHotel%2FSearch%3FcheckIn%3D2026-09-06%26checkOut%3D2026-09-07%26currency%3DUSD%26forceCurrencyChange%3D1%26lang%3Dzh%26forceLanguageChange%3D1%26rooms%3D2%3A%26utm_source%3Dgha%26utm_medium%3Dcpc%26hotelId%3D1421027%26userCountry%3DUS%26profile%3Dr2d2m73kn8%26preferredRate%3D97.05%26label%3Dsrc%253Dgha%2526cltype%253Dhotel%2526datype%253Ddefault%2526gsite%253Dmapresults%2526vf%253D0%2526ucountry%253DUS%2526udevice%253Ddesktop%2526hotel%253D1421027%2526day%253D06%2526month%253D09%2526year%253D2026%2526los%253D1%2526price%253D97.05%2526currency%253DUSD%2526cid%253D%2526listid%253D%2526rateid%253DUS_D%2526closerateid%253D%2526promo%253D0%2526isPrivateRate%253D0%2526isAudienceUser%253D0%2526isPaidClick%253D0%2526%26cp%3DP0Y5zpq6eAy0KHvcChEItUAQgwYYsQUiA1VTRFIBMhIaFVa8R7waCzhEb00yTm9rQW5ZKAIwp7vk1AY,a3802779e4c6be766cc818aedee8468fd7632fa06a4060a9834d961ddaba79b8,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
464,ChIJMckScdqe4jARnCUZdPKRjF8,easemytrip,EaseMyTrip.com,否,https://www.easemytrip.com/hotels/metasearch.aspx?hotelID=EMTHOTEL-19662&checkinDay=06&checkinMonth=09&checkinYear=2026&nights=1&adlts=2&p=109.19|17.31|USD&pl=US|desktop&curr=USD&clickId=&wlcode=Google&children=0,38ebfcfb7980a9161dc11c8bfa74d69a72758866aa6b6a2d97e12a5801724005,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
465,ChIJMckScdqe4jARnCUZdPKRjF8,stayforlong,Stayforlong.com,否,https://www.stayforlong.com/hotel-detail/22842?checkin=2026-09-06&checkout=2026-09-07&adults=2&metadevice=desktop&aid=gha&market=us&lang=zh&total=115&query_type=pull&ch=0&adclick=free&defaultdate=true&googlesite=mapresults&p=4f6b46716145b682b89cdf6f7f778bcf&rate_token=v2.z6a992b5500b490614df27c1c900d17a4&source=meta,0ff354d374347ed4f12b7219b31b7ae3ad9031f5786eb16801936040eef45bbf,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
466,ChIJMckScdqe4jARnCUZdPKRjF8,reserving,Reserving,否,"https://h-en.reserving.com/search?i=7103&rf=GOOGLEHOTELS&portal=rsvcom&lang=zh&auto=1&tipo=S&id=54271&numero_habs=1&no_adultos_hab1=2&no_ninos_hab1=0&fecha_entrada=06%2F09%2F2026&fecha_salida=07%2F09%2F2026&refp=107.79&campaing-id=&tp=&moneda=USD&device=desktop&pais_dom=US&sg=b=92.92,bclx=1,bhab=54,big=2026-09-03T08:54:00+02:00,bmid=95,bpd=es,bpt=14.94,breg=12,bwp=xDs5B0fc9K8,ts=2026-09-03T09:44:01+02:00/B:F39ED5ED75952473194EB8C0D9A0428F68DF20C40D6CF3D699CA54FE&c3=mode=P,d=2,ts_id=4214411961596221&r=CAMPAIGN-ID=;TRACKING-PARAM=;CUSTOM1=;PRICE-DISPLAYED-TOTAL=107.79;DEFAULT-DATE=1;CLICK-TYPE=hotel;USER-COUNTRY=US;DEVICE=desktop;SITE=mapresults;USER-LANGUAGE=zh;USER-CURRENCY=USD;POS=ALL-ALL-ALL-RSVCOM;AD-CLICK=0;PAYMENT-ID=free;C2=b=92.92,bclx=1,bhab=54,big=2026-09-03T08:54:00+02:00,bmid=95,bpd=es,bpt=14.94,breg=12,bwp=xDs5B0fc9K8,ts=2026-09-03T09:44:01+02:00/B:F39ED5ED75952473194EB8C0D9A0428F68DF20C40D6CF3D699CA54FE;C3=mode=P,d=2,ts_id=4214411961596221",36bf1e8ab0be82f5d3776c7247d35d654c265356784ad94faf35bc6453540443,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
467,ChIJMckScdqe4jARnCUZdPKRjF8,goseek,goseek.com,否,https://deals.goseek.com/?sig=34c47a49c3e8320dca5a5dda0da2a460c1bc23afde972e2894a4ff0b6052fb53383131303836353931&turl=https%3A%2F%2Fwww.goseek.com%2FHotel%2FSearch%3FcheckIn%3D2026-09-06%26checkOut%3D2026-09-07%26currency%3DUSD%26forceCurrencyChange%3D1%26lang%3Dzh%26forceLanguageChange%3D1%26rooms%3D2%3A%26utm_source%3Dgha%26utm_medium%3Dcpc%26hotelId%3D1421027%26userCountry%3DUS%26profile%3Dr2d2m73kn8%26preferredRate%3D112.47%26deviceType%3Ddesktop%26label%3Dsrc%253Dgha%2526cltype%253Dhotel%2526datype%253Ddefault%2526gsite%253Dmapresults%2526vf%253D0%2526ucountry%253DUS%2526udevice%253Ddesktop%2526hotel%253D1421027%2526day%253D06%2526month%253D09%2526year%253D2026%2526los%253D1%2526price%253D112.47%2526currency%253DUSD%2526cid%253D%2526listid%253D%2526rateid%253DUS_D%2526closerateid%253D%2526promo%253D0%2526isPrivateRate%253D0%2526isAudienceUser%253D0%2526isPaidClick%253D0%2526%26cp%3Dk4Vpwh8R2xe0KHvcChQIykgYpQ8iA1VTRCjUzubUBlIBMhIaFfXOkOQaC2tMRjlKQ2tReHNVKAMw3Mfk1AY,bedca5a5a43637393ea66e34bcf41a0de25b0d122211e44290f29fa1a02b6527,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
468,ChIJMckScdqe4jARnCUZdPKRjF8,hotel_prive,Hotel prive,否,https://hotelprive.net/google-hotels?hotelID=lp41928&checkinDay=06&checkinMonth=09&checkinYear=2026&nights=1&adults=2&children=0&sessionId="[REDACTED]"&ratePlanId=1459971337-RO-NRFN&roomId=1459971337&currency=USD&language=zh,c4e4b8c6685696a0a4b5afc84933dcd79b77a2b240755e1c126facccca014856,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
469,ChIJMckScdqe4jARnCUZdPKRjF8,tripening,Tripening Hotels,否,https://www.tripening.com/hotels/-/4662059-grande-centre-point-hotel-ratchadamri-bangkok?checkin-date=2026-09-06&checkout-date=2026-09-07&adults=2&currency=USD&lang=zh&google-package-id=&rate-rule-id=&google-displayed-price=159.05&children=0&google-displayed-tax=0.00&google-displayed-currency=USD&utm_source=google_hotel_ads&utm_medium=free&utm_campaign=gha_property,2f1dbac3b0a8b38a714df4a8800d33855b2bf52ff51d3f54b799783bac5e1230,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
470,ChIJP83yBsae4jARWiFRw2oJrJo,official_derbysoft,Centara Watergate Pavillion Hotel Bangkok,是,https://linkcenter.derbysoftca.com/dplatform-linkcenter/booking.htm?hotelCode=CENTARA-34962&providerHotelCode=CENTARA-34962&checkInDate=2026-09-19&checkOutDate=2026-09-20&identifier=dh-google&price=2641.19&roomTypeCode=SPCVK&ratePlanCode=LYMZ7CEO&currency=THB&userCurrency=USD&language=zh&userCountry=US&testClick=false&sitetype=mapresults&deviceType=desktop&priceDisplayedTax=12.05&priceDisplayedTotal=80.11&partnerId=derbysoft&prid=centara_MRS_2206150054&campaignid=&userlistid=&ifDefaultDate=default&isPromoted=false&s_is_ad=false&adults=2&children=0&clk_src=&is_ds_account=true,967c01e0828318874bf48cf57921ea5d69673b3ab4b460dc39bb4dbffdce57db,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
471,ChIJP83yBsae4jARWiFRw2oJrJo,agoda,Agoda,否,https://www.agoda.com/zh-zh/partners/partnersearch.aspx?site_id=1917614&CkInDay=19&CkInMonth=09&CkInYear=2026&CkOutDay=20&campaignid=&CkOutMonth=09&CkOutYear=2026&SearchDateType=default&NumberOfAdults=2&LT=16&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los=1&PartnerCurrency=THB&hid=408215&RoomID=372085708&masterRoomId=372085709&PriceTotal=64.32&PriceTax=9.67&PriceFee=5.47&RatePlan=&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=US_pull&audience_list=&mcid=28222&booking_source=cpc&adType=0&mpt=am9hZnlSRWpRNkpkcnBHUVd0NFpnclpvMy9KVGpoaVoxZ1hUSTZ3cDFSdVEvcmNYcjVPTS91eGUraEtEVWxHQ2R5SGErZDdiSEs3RmNBPT0&original_rr=US_pull&gaClickSrc=&clickType=hotel&lang=zh&pkgId=,ec9651d5a684d0efae775da6325b63b502346a583af5aa623e30e634c2333ef0,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
472,ChIJP83yBsae4jARWiFRw2oJrJo,kayak,KAYAK.com,否,https://www.kayak.com/semi/ha/hotel_ads/120096/en.html?utm_source=google&utm_medium=cpc&utm_term=120096&adType=0&utm_content=mapresults&utm_campaign=HotelAds&ci=2026-09-19&co=2026-09-20&gs=mapresults&l=1&pc=USD&rid=&pdtax=9.29&pdtotal=63.94&rpid=&uc=US&ucuc=USD&d=desktop&lc=zh&v=false&rrid=UFJJQ0VMSU5FQ09SRQ&k_pc=~UENMTkhPVEVMV0hJU0tZ&k_rt=&k_sid=1JBkDocwoV&k_kct=1788415322&k_gct=1788424437&g=2&r=1&ac=2&k_cc=us&dt=default&cmpid=&cmptrack=,9b0d71f3cdfa960cf615d6738fca64300c845e24a389ac645ba5149735438fa3,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
473,ChIJP83yBsae4jARWiFRw2oJrJo,hotelscombined,Hotelscombined.com,否,https://www.hotelscombined.com/semi/ha/hotel_ads/120096/en.html?utm_source=google&utm_medium=cpc&utm_term=120096&adType=0&utm_content=mapresults&utm_campaign=HotelAds&ci=2026-09-19&co=2026-09-20&gs=mapresults&l=1&pc=USD&rid=&pdtax=9.29&pdtotal=63.94&rpid=&uc=US&ucuc=USD&d=desktop&lc=zh&v=false&rrid=UFJJQ0VMSU5FQ09SRQ&k_pc=~UENMTkhPVEVMV0hJU0tZ&k_rt=&k_sid=1JDkKa2w7W&k_kct=1788415322&k_gct=1788424393&g=2&r=1&ac=2&k_cc=us&dt=default&cmpid=&cmptrack=,9ce1499b7bc4de01bfb75440002f8431dc984dc67bd9ebe50c23f5b560740ea2,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
474,ChIJP83yBsae4jARWiFRw2oJrJo,vio,Vio.com,否,https://deals.vio.com/?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FcheckIn%3D2026-09-19%26checkOut%3D2026-09-20%26currency%3DUSD%26forceCurrencyChange%3D1%26lang%3Dzh%26forceLanguageChange%3D1%26rooms%3D2%3A%26utm_source%3Dgha%26utm_medium%3Dcpc%26hotelId%3D1826348%26userCountry%3DUS%26profile%3Dr2d2m73kn8%26preferredRate%3D66.75%26deviceType%3Ddesktop%26label%3Dsrc%253Dgha%2526cltype%253Dhotel%2526datype%253Ddefault%2526gsite%253Dmapresults%2526vf%253D0%2526ucountry%253DUS%2526udevice%253Ddesktop%2526hotel%253D1826348%2526day%253D19%2526month%253D09%2526year%253D2026%2526los%253D1%2526price%253D66.75%2526currency%253DUSD%2526cid%253D%2526listid%253D%2526rateid%253DUS_D%2526closerateid%253D%2526promo%253D0%2526isPrivateRate%253D0%2526isAudienceUser%253D0%2526isPaidClick%253D0%2526%26cp%3DuMSD9y8H208fN9AhChEI1CwQsAQYjwMiA1VTRFIBMhIaFaGHz-saC2ZmWWlsRW44ZDFNKAMwxsfk1AY,8398b5e421e926cab5f98ffc8b2f78b9355fda68de75ffe4e43ec3f8d4955497,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
