Google地点ID,业务类别,地点名称,泰文名称,Google主要类型,主要类别,评分,评价数量,完整地址,纬度,经度,县区中文名,乡分区中文名,每周营业时间,电话,官方网站,设施与服务标签,编辑简介,Google地图链接
ChIJ64QdSGyZ4jARyVS92ciMKqk,酒店住宿,La Rivetta (Spaghetti & Rooms),ลาริเวตต้า (สปาเก็ตตี้ & รูม),guest_house,宾馆/民宿,4.4,41,"Soi Samsen 2, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.76314,100.499255,拍那空县,班潘通,星期一: 08:00–22:00 | 星期二: 08:00–22:00 | 星期三: 08:00–22:00 | 星期四: 08:00–22:00 | 星期五: 08:00–22:00 | 星期六: 08:00–22:00 | 星期日: 08:00–22:00,+66 80 218 0603,http://www.facebook.com/LaRivettaBangkok,,,https://maps.google.com/?cid=12189710135706080457&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJc3nMw1yZ4jARcWO4abiw6E0,酒店住宿,My Hotel Bangkok Noi,มายโฮเต็ล บางกอกน้อย,inn,客栈,4.4,41,"155/10 43 ซอย อรุณอัมรินทร์ Khwaeng Arun Amarin, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.767738,100.484198,曼谷蓮縣,Arun Ammarin,,+66 92 257 3526,https://www.facebook.com/profile.php?id=100077233960356&mibextid=ZbWKwL,,,https://maps.google.com/?cid=5613931241611486065&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJZdWSdsKZ4jAR7DOIa_iIRz8,酒店住宿,Lo-ha Dimsum Cafe - MARKET VIEW,โลฮ่าติ่มซำคาเฟ่ - วิวตลาด,hostel,青年旅舍,4.9,40,"20 Dinso Rd, Bowonniwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.754808,100.5019,拍那空县,波稳尼威区,,+66 89 185 0987,https://www.facebook.com/Lohaguesthouse,,,https://maps.google.com/?cid=4559763748273271788&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJz71woUCf4jAR-KMlC2RqsVs,酒店住宿,Roompini,รูมพินี,private_guest_room,民宿,3.9,39,"231, 6 Sarasin Rd, Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10330",13.734493,100.539412,巴吞旺县,Lumphini,,+66 61 016 7878,https://hotels.cloudbeds.com/reservation/lseUw6,,,https://maps.google.com/?cid=6607179106245518328&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJizayVQCZ4jARKew73QRI5sk,酒店住宿,Violet Tower at Khaosan Palace,ไวโอเล็ตทาวเวอร์ ณ พระราชวังข้าวสาร,hotel,宾馆,2.8,39,"139 167 Thanon Khao San, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759115,100.497032,拍那空县,哒叻裕区,,,https://www.hotelsbkk.com/violet-tower-at-khaosan-palace/,,,https://maps.google.com/?cid=14548394831995726889&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJnW5Hn6qZ4jARtV0wzpPmhIU,酒店住宿,GO INN The Grand Palace,โก อิน เดอะ แกรนด์ พาเลซ,hotel,宾馆,3.1,38,"เลขที่ 6 Charoen Krung 1 Alley, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.74756,100.498986,拍那空县,三王府区,,+66 94 914 9851,,,,https://maps.google.com/?cid=9621068226464079285&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJhzy6PvCZ4jARJeZGHDQ5vfA,酒店住宿,Home & Hashery Boutique House,โฮม แอนด์ แฮชเชอรี่ บูติค เฮ้าส์,guest_house,宾馆/民宿,4.6,38,"72/4, Soi Samsen 2, ถ. สามเสน Pantom Subdistrict, เขตพระนคร กรุงเทพมหานคร 10200",13.763272,100.499435,拍那空县,班潘通,,+66 84 256 1213,https://www.hotelsbkk.com/home-hashery-boutique-house/,,,https://maps.google.com/?cid=17347084235676509733&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJjVJty7WZ4jAR0nQbMp8-OZw,酒店住宿,Villa Siam and Spa,วิลล่าสยามแอนด์สปา,hotel,宾馆,3.4,37,"35 Trok Sin, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10120",13.755867,100.50022,拍那空县,波稳尼威区,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,+66 92 493 3659,http://www.facebook.com/villasiamandspa,适合儿童,,https://maps.google.com/?cid=11257097597050647762&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJeV8fOiaZ4jARMm1HaZYtKbU,酒店住宿,Baan Wualamphong บ้านวัวลำพอง,Baan Wualamphong บ้านวัวลำพอง,inn,客栈,4.7,36,"454 Rong Mueang Rd, Khwaeng Rong Muang, Pathum Wan, Krung Thep Maha Nakhon 10330",13.738911,100.517285,巴吞旺县,Rong Mueang,星期一: 09:00–20:00 | 星期二: 09:00–20:00 | 星期三: 09:00–20:00 | 星期四: 09:00–20:00 | 星期五: 09:00–20:00 | 星期六: 09:00–20:00 | 星期日: 09:00–20:00,,https://www.hotelsbkk.com/baan-wualamphong-%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%A7%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B3%E0%B8%9E%E0%B8%AD%E0%B8%87/,适合儿童,,https://maps.google.com/?cid=13054015118944726322&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJa0WrNz6Z4jAR-G3eVWlxa0Q,酒店住宿,Bangkok Neighborhouse,กรุงเทพฯ เพื่อนบ้าน,guest_house,招待所,4.7,36,"4/4 Trok Sin, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.755454,100.499668,拍那空县,波稳尼威区,,+66 66 154 9559,https://www.facebook.com/share/1Bw85FxT5e/?mibextid=wwXIfr,,,https://maps.google.com/?cid=4930158914313285112&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJpVrpe-eY4jARx8OsG2N2ulg,酒店住宿,Mama Garden,มาม่าการ์เด้น,bed_and_breakfast,住宿加早餐型宾馆,4.9,36,"87 Soi Charoen Rat 30, Khwaeng Khlong Ton Sai, Khet Khlong San, Krung Thep Maha Nakhon 10600",13.727201,100.506421,空訕縣,Khlong Ton Sai,,,https://abnb.me/EVmg/Z8KQnVWW5G,适合儿童,,https://maps.google.com/?cid=6393552789043987399&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJga3G5xWZ4jARADqZ3TQJBrM,酒店住宿,เฮ้าส์โหมด [House Mode],เฮ้าส์โหมด [House Mode],private_guest_room,民宿,4.3,36,"49, 53 Intharaphithak Rd, Khwaeng Bang Yi Ruea, Khet Thon Buri, Krung Thep Maha Nakhon 10600",13.726422,100.491306,吞武里县,Bang Yi Ruea,,+66 88 948 3782,,,,https://maps.google.com/?cid=12900008305310120448&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ14sljBOZ4jARscQFyvqh7HI,酒店住宿,Baankhon,บ้านคอน,guest_house,招待所,4.2,35,"15 Dinso Rd, Khwaeng Sao Chingcha, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.75496,100.500729,拍那空县,大秋千区,,,http://www.facebook.com/BaankhonBangkok,,,https://maps.google.com/?cid=8281171913330771121&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJjYPr2ISb4jARqrsASmkEOAw,酒店住宿,Gaiwandhanat Homestay,ไกรวันธนาท โฮมสเตย์,private_guest_room,民宿,4.9,35,"143 Soi Charan Sanitwong 62, Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.782277,100.493885,挽拍县,Bang Yi Khan,,+66 89 201 6507,,,,https://maps.google.com/?cid=880458577410571178&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJxT406BOZ4jARbeDT-zBzfkE,酒店住宿,Green Teak House,บ้านไม้สักเขียว,hostel,青年旅舍,5.0,35,"green teak house 41Mahanop road trokwatmahanaparam1 1 Saochiang-cha Khwaeng Sao Chingcha, phanakhon Krung Thep Maha Nakhon 10200",13.753995,100.500183,拍那空县,大秋千区,星期一: 06:30–22:00 | 星期二: 06:30–22:00 | 星期三: 06:30–22:00 | 星期四: 06:30–22:00 | 星期五: 06:30–22:00 | 星期六: 06:30–22:00 | 星期日: 06:30–22:00,+66 89 925 2244,http://www.greenteakhouse.com/,适合儿童,"Warm B&B in a historic teak home featuring relaxed rooms, a terrace & an open-air bar.",https://maps.google.com/?cid=4719336113751449709&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ0ZeJsHKZ4jARIGbivnaS9bE,酒店住宿,Kanyakorn House Near Khao San,บ้านกัญญากร ใกล้ข้าวสาร,guest_house,宾馆/民宿,4.0,35,"335 Thanon Phra Sumen, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.760842,100.500864,拍那空县,波稳尼威区,,+66 97 206 7191,https://www.hotelsbkk.com/kanyakorn-house-near-khao-san/,,,https://maps.google.com/?cid=12823316552713659936&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJlRiOSs-Z4jARdy6MVrzKzgQ,酒店住宿,Number9 Bangkoknoi,เบอร์ 9 บางกอกน้อย,private_guest_room,民宿,4.7,35,"23/9 Thanon Bang Khun Non, Khwaeng Bang Khun Non, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.765937,100.4714,曼谷蓮縣,Bang Khun Non,,+66 82 783 5624,https://www.hotelsbkk.com/number9-bangkoknoi-bkk/,,,https://maps.google.com/?cid=346437131608796791&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJnSxoLqaZ4jARx9QzGVt1Fg8,酒店住宿,Sampeng House,บ้านสำเพ็ง,hotel,宾馆,4.3,34,"231/3 Soi Maitri Wanit, จักรวรรดิ์ Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.739776,100.505582,三攀他旺县,差甲瓦區,,+66 81 663 9269,https://www.booking.com/Share-Rso06l,,,https://maps.google.com/?cid=1087185394181854407&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJn2XZqRyZ4jARst2rSzLn-ac,酒店住宿,BNK89 Hostel,บีเอ็นเค 89 โฮสเทล,hostel,青年旅舍,4.8,33,"89 Trok Wat Ratchanatda, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.755036,100.502767,拍那空县,波稳尼威区,,+66 65 516 7189,,,,https://maps.google.com/?cid=12103959676738854322&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJBbvRUM6Y4jARipYFHDHvd6o,酒店住宿,HOUSE NO.8 Silom,บ้านเลขที่ 8 สีลม,private_guest_room,民宿,4.7,33,"8 Si Wiang, Si Lom, Khet Bang Rak, Krung Thep Maha Nakhon 10500",13.720959,100.521799,沙吞县,是隆,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,,https://www.facebook.com/houseno8silom,,,https://maps.google.com/?cid=12283549502878881418&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJde-jDwCZ4jARM7h8_vgrPVQ,酒店住宿,Samranscape,สำราญสเคป,hostel,青年旅舍,4.9,33,"142 Soi Samran Rat, Khwaeng Samran Rat, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.752366,100.50398,拍那空县,巴杜披,,+66 82 352 3249,,,,https://maps.google.com/?cid=6070056221186766899&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJR9zBnDaZ4jAR3GERMVghcNs,酒店住宿,Visut House,บ้านวิสุทธิ์,hotel,宾馆,4.8,33,"90/2 90/5 lan luang soi 4 Lan Luang Rd, Khlong Mahanak Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.756144,100.510096,邦巴沙都拍县,Khlong Maha Nak,星期一: 06:00–23:30 | 星期二: 06:00–23:30 | 星期三: 06:00–23:30 | 星期四: 06:00–23:30 | 星期五: 06:00–23:30 | 星期六: 06:00–23:30 | 星期日: 06:00–23:30,,,适合儿童,,https://maps.google.com/?cid=15812174954361872860&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJxXiQGESZ4jARK3s_YakW3I4,酒店住宿,samsen4U travel,ท่องเที่ยว samsen4U,bed_and_breakfast,民宿早餐旅馆,4.8,32,"360 11 Soi Samsen 4, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.763293,100.500636,拍那空县,班潘通,,+66 62 326 6258,,,,https://maps.google.com/?cid=10294127764998945579&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJf0uVd4qZ4jARhgKI-6XnPJg,酒店住宿,Rooms@No.60,รูมส์@หมายเลข 60,hotel,宾馆,4.8,31,"60 Soi Damnoen Klang Tai, Bowonniwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.756307,100.497984,拍那空县,波稳尼威区,,+66 95 649 4419,,适合儿童,,https://maps.google.com/?cid=10969897492443300486&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJH0cvaGmZ4jARlEhVwHCv-zk,酒店住宿,Chinatown No.9 Boutique Hotel,ไชน่าทาวน์ นัมเบอร์ 9 บูติคโฮเต็ล,bed_and_breakfast,住宿加早餐型宾馆,4.7,30,"57, 59 Thanon Phat Sai, Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.739514,100.510228,三攀他旺县,Samphanthawong,,+66 80 830 6223,https://www.chinatownno9.com/,,,https://maps.google.com/?cid=4178125978114279572&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJPT13HSCb4jARUdjLP9mDFWI,酒店住宿,Haheng House - บ้านฮะเฮง,Haheng House - บ้านฮะเฮง,bed_and_breakfast,住宿加早餐型宾馆,4.8,29,"94 Thanon Phichai, Khwaeng Thanon Nakhon Chai Si, Khet Dusit, Krung Thep Maha Nakhon 10300",13.781406,100.517872,都实县,Thanon Nakhon Chai Si,,+66 94 334 6236,,,,https://maps.google.com/?cid=7067700159329327185&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ27X0Lcue4jAR7q-i69pQeH8,酒店住宿,Ali Hostel BKK,อาลี โฮสเทล กรุงเทพฯ,inn,客栈,3.9,28,"465/3 ปาก Soi Phetchaburi 7, Khwaeng Thung Phaya Thai, Khet Ratchathewi, Krung Thep Maha Nakhon 10400",13.754068,100.530195,拉差贴威县,Thung Phaya Thai,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,+66 81 453 7914,,,,https://maps.google.com/?cid=9185180341208526830&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJOxJxQgCZ4jAR9Z7FmezlXtc,酒店住宿,The Urban478,ดิ เออร์เบิน478,private_guest_room,民宿,5.0,28,"47/8 Dinso Rd, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.754991,100.502015,拍那空县,波稳尼威区,,+66 84 993 9923,,,,https://maps.google.com/?cid=15519094170320215797&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ0bpqcHmZ4jAR60mx5HHtpBc,酒店住宿,Baan Boon Homestay,บ้านบุญโฮมสเตย์,bed_and_breakfast,住宿加早餐型宾馆,4.6,27,"1085 Soi Somdet Phra Chao Tak Sin 8, Khwaeng Bukkhalo, Khet Thon Buri, Krung Thep Maha Nakhon 10600",13.717481,100.485978,吞武里县,Bukkhalo,,+66 89 202 3673,https://sanisee.wixsite.com/mysite,适合儿童,,https://maps.google.com/?cid=1703747632476801515&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJUxfDvhGZ4jARkJhKbFc1ATk,酒店住宿,The Bhuthorn (เดอะ ภูทร),The Bhuthorn (เดอะ ภูทร),bed_and_breakfast,住宿加早餐型宾馆,4.7,27,"96-98 Phraeng Bhuthorn Rd. ,San Chao, Phor Seua, แขวงศาลเจ้าพ่อเสือ เขตพระนคร กรุงเทพมหานคร 10200",13.751654,100.497563,拍那空县,虎神庙区,,+66 2 622 2270,http://www.thebhuthorn.com/,适合儿童,"Colonial-style boutique hotel offering elegant rooms & free breakfast, plus a cafe & a courtyard.",https://maps.google.com/?cid=4107622984733857936&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJa2W0T92Y4jARgecNTeu_ry8,酒店住宿,Hidden Oasis Bangkok,ฮิดเด้น โอเอซิส กรุงเทพฯ,bed_and_breakfast,住宿加早餐型宾馆,4.2,26,"50 Soi Pho Suwan, Khwaeng Khlong Ton Sai, Khet Khlong San, Krung Thep Maha Nakhon 10600",13.724739,100.507924,空訕縣,Khlong Ton Sai,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,,https://www.facebook.com/HiddenOasisBangkok/,,,https://maps.google.com/?cid=3436176058037954433&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJb2YCVgCZ4jAR4QpFv1IrVWk,酒店住宿,OLD SOUL Hostel,โอลด์ โซล โฮสเทล,hostel,青年旅舍,4.6,26,"19 ถ. เจริญกรุง Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.747655,100.498693,拍那空县,三王府区,,+66 87 552 2555,,,,https://maps.google.com/?cid=7590020381399124705&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJIW0YO7uZ4jARnpi6E4kTBSg,酒店住宿,SOHO Heritage House Chinatown,โซโห เฮอริเทจ เฮาส์ ไชน่าทาวน์,lodging,度假屋,4.8,26,"119,123,125,127,129,139,141, 143 soi Luenrit chakrawat, Khwaeng Chakkrawat, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.743175,100.504995,三攀他旺县,差甲瓦區,,+66 87 371 9628,http://www.sohohousebangkok.com/,,,https://maps.google.com/?cid=2883732615863113886&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJU3puxeCZ4jAR1g7-YXD_fOo,酒店住宿,MOON PiTi,มูน ปิติ,inn,客栈,3.9,25,"34 Soi Pradu, Khwaeng Pom Prap, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.740105,100.513143,邦巴沙都拍县,Pom Prap,,+66 82 219 1920,https://www.booking.com/hotel/th/moonpiti.en-gb.html?,,,https://maps.google.com/?cid=16896660760132718294&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJxSVIvRmZ4jARgP_A9HFFxRg,酒店住宿,湄江大酒店,โรงแรมแกรนด์เดอวิลล์,hotel,宾馆,4.0,25,"903 Maha Chai Rd, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.745647,100.503308,三攀他旺县,三王府区,,+66 2 225 0050,,,,https://maps.google.com/?cid=1784909183062179712&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ-fr4KhKZ4jARHX09kbLhc0Y,酒店住宿,305旅舍,305 โฮสเทล,hostel,青年旅舍,4.0,24,"305 Thanon Tanao, Khwaeng Sao Chingcha, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.75332,100.498517,拍那空县,大秋千区,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,+66 2 047 2305,http://facebook.com/305hostel,,,https://maps.google.com/?cid=5076649362033835293&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJkdRjfRSZ4jARWtop_E0bzT0,酒店住宿,Baan Pla,บ้านปลา,hostel,青年旅舍,3.9,24,"Soi Damnoen Klang Tai, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.756498,100.497963,拍那空县,波稳尼威区,,+66 98 907 8121,,,,https://maps.google.com/?cid=4453245628296321626&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJy21Pgg-b4jARFFbjEkwOrug,酒店住宿,Cozycomo Bangkok,โคซี่โคโม กรุงเทพฯ,bed_and_breakfast,住宿加早餐型宾馆,5.0,23,"408, 15 Thanon Rama V, Khwaeng Thanon Nakhon Chai Si, Khet Dusit, Krung Thep Maha Nakhon 10300",13.778244,100.521761,都实县,Thanon Nakhon Chai Si,,+66 89 201 6578,https://www.hotelsbkk.com/cozycomo-bangkok/,,,https://maps.google.com/?cid=16766354182644127252&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJfcC2VQCZ4jARTb79kGcKL-U,酒店住宿,Mali house,บ้านมะลิ,hostel,青年旅舍,4.6,23,"2/4 Fuengthong, ถนนราชบพิธ แขวงวัดราชบพิธ เขตพระนคร กรุงเทพมหานคร 10200",13.748549,100.49822,拍那空县,拉差博披寺区,,,,有洗手间,,https://maps.google.com/?cid=16514429798521355853&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ7bkjJhKZ4jARDknK6SipBR0,酒店住宿,Sirimit Hotel,โรงแรมสิริมิตร,hotel,宾馆,3.4,22,"93 Phraeng Sanphasat Rd, Khwaeng San Chao Pho Sua, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.753474,100.497942,拍那空县,虎神庙区,,+66 2 222 6302,,,,https://maps.google.com/?cid=2091263595169597710&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJDwuDNGiZ4jAROsXO1xGnj8Y,酒店住宿,Upstairs at Ton ton,ชั้นบนที่ต้นตัน,hotel,宾馆,4.7,22,"219 Thanon Tanao, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.755925,100.498826,拍那空县,波稳尼威区,,+66 64 395 4455,https://www.tontonbkk.com/upstairsattonton,适合儿童,,https://maps.google.com/?cid=14307838236256290106&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJfZrLNG2Z4jARxpRaU1MMIj0,酒店住宿,โรงแรม เซ็นเตอร์ พอยท์ พลาซ่า,โรงแรม เซ็นเตอร์ พอยท์ พลาซ่า,hotel,宾馆,3.8,22,"183 185 Thanon Khao San, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759045,100.497544,拍那空县,哒叻裕区,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,+66 2 629 3232,,,,https://maps.google.com/?cid=4405096937542030534&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJrZw7F5eZ4jARviKrMw5NTXM,酒店住宿,Canal View Guest house | Contactless Check-in,คาแนล วิว เกสต์เฮาส์ | การเช็คอินแบบไร้การสัมผัส,lodging,室内住宿,4.9,21,"17 Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.755024,100.500848,拍那空县,大秋千区,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,+66 89 185 0987,https://www.facebook.com/Lohaguesthouse,,,https://maps.google.com/?cid=8308381610960167614&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
